state,local_minimum_id,status,objective_name,objective_file_tag,absolute_objective,absolute_threshold,contour_delta,target_success_count,initial_direction_count,initial_success_count,attempted_direction_count,replacement_direction_count,contour_point_count,initial_success_fraction,overall_success_fraction,physics_evaluation_count,direct_contour_seconds,covariance_rank,covariance_min_eigenvalue,covariance_max_eigenvalue,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,center_u7,covariance_u0_u0,covariance_u0_u1,covariance_u0_u2,covariance_u0_u3,covariance_u0_u4,covariance_u0_u5,covariance_u0_u6,covariance_u0_u7,covariance_u1_u0,covariance_u1_u1,covariance_u1_u2,covariance_u1_u3,covariance_u1_u4,covariance_u1_u5,covariance_u1_u6,covariance_u1_u7,covariance_u2_u0,covariance_u2_u1,covariance_u2_u2,covariance_u2_u3,covariance_u2_u4,covariance_u2_u5,covariance_u2_u6,covariance_u2_u7,covariance_u3_u0,covariance_u3_u1,covariance_u3_u2,covariance_u3_u3,covariance_u3_u4,covariance_u3_u5,covariance_u3_u6,covariance_u3_u7,covariance_u4_u0,covariance_u4_u1,covariance_u4_u2,covariance_u4_u3,covariance_u4_u4,covariance_u4_u5,covariance_u4_u6,covariance_u4_u7,covariance_u5_u0,covariance_u5_u1,covariance_u5_u2,covariance_u5_u3,covariance_u5_u4,covariance_u5_u5,covariance_u5_u6,covariance_u5_u7,covariance_u6_u0,covariance_u6_u1,covariance_u6_u2,covariance_u6_u3,covariance_u6_u4,covariance_u6_u5,covariance_u6_u6,covariance_u6_u7,covariance_u7_u0,covariance_u7_u1,covariance_u7_u2,covariance_u7_u3,covariance_u7_u4,covariance_u7_u5,covariance_u7_u6,covariance_u7_u7,domain_boundary_point_count,domain_boundary_point_fraction,previous_success_count,added_success_count,previous_output_variant
W,39,ok,D_W,dw,8.82485309970001e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8707,299.4848148000019,8,4.0884882557465784e-07,2.2184488182308263e-06,0.47014848067189086,0.5415648082561915,0.44392142451360717,0.5127168244592339,0.37256066126993503,0.5114008003140181,0.02631805863072282,0.5228543958983028,8.696410575650707e-07,2.0186956643311503e-07,3.849321547452371e-07,-1.3998514436214167e-08,2.8012632109229497e-08,2.0917740360544647e-07,5.306713047639515e-08,-1.2503038509039342e-07,2.0186956643311503e-07,1.0713715287201073e-06,3.066040565282989e-08,-1.182050299713892e-08,3.0984959865728836e-08,-3.007501684857929e-08,-4.323483589661571e-08,1.2634072775087316e-07,3.849321547452371e-07,3.066040565282989e-08,1.4594593854388525e-06,-7.636984275364445e-08,1.8560377211608816e-07,1.4356540664866778e-07,4.863834149670389e-07,2.3742847059941423e-07,-1.3998514436214167e-08,-1.182050299713892e-08,-7.636984275364445e-08,1.5254856476601938e-06,1.045160403497959e-07,-7.919022429283783e-08,-1.5514304431640974e-07,-1.5018933492397238e-07,2.8012632109229497e-08,3.0984959865728836e-08,1.8560377211608816e-07,1.045160403497959e-07,1.2621846706951329e-06,1.1254290283189107e-08,-2.505661442770811e-08,1.728890191763645e-08,2.0917740360544647e-07,-3.007501684857929e-08,1.4356540664866778e-07,-7.919022429283783e-08,1.1254290283189107e-08,1.854266259633316e-06,1.6794600441549002e-07,1.514513914909286e-08,5.306713047639515e-08,-4.323483589661571e-08,4.863834149670389e-07,-1.5514304431640974e-07,-2.505661442770811e-08,1.6794600441549002e-07,7.604028054169161e-07,3.109812977500481e-07,-1.2503038509039342e-07,1.2634072775087316e-07,2.3742847059941423e-07,-1.5018933492397238e-07,1.728890191763645e-08,1.514513914909286e-08,3.109812977500481e-07,9.31016983216341e-07,0,0.0,0,512,
W,33,ok,D_W,dw,8.247989888411023e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8710,318.78444930000114,8,5.212176560350877e-07,2.856602348410446e-06,0.5233422655341001,0.5442794923471411,0.46380042863762244,0.5069382506498739,0.36798971703354605,0.4699022943712687,0.033543125670871414,0.47307379609475064,1.2169881065783477e-06,-2.506181213866773e-07,-3.1550286329103406e-07,-1.7275314378528562e-07,-1.0432576855746999e-07,1.5109436928357517e-07,3.2550613559369385e-08,-2.5406040022391746e-07,-2.506181213866773e-07,9.44447058857525e-07,-1.5980406231414234e-07,9.166453566432801e-08,-8.27658482072134e-09,-1.0374419338156583e-07,-1.202556901741721e-07,-2.207741231429103e-08,-3.1550286329103406e-07,-1.5980406231414234e-07,1.3386586752126511e-06,1.3882429706975534e-08,1.3541387568290734e-07,-4.603970461999632e-08,4.630035467482964e-07,-1.877696213389129e-07,-1.7275314378528562e-07,9.166453566432801e-08,1.3882429706975534e-08,2.084479023647715e-06,4.2987409640426586e-07,-1.4682438046776764e-07,5.736482072712097e-09,-4.78027490475331e-08,-1.0432576855746999e-07,-8.27658482072134e-09,1.3541387568290734e-07,4.2987409640426586e-07,2.329266593743298e-06,2.2903405822421813e-07,-7.614688748126606e-08,-5.0798355100563404e-08,1.5109436928357517e-07,-1.0374419338156583e-07,-4.603970461999632e-08,-1.4682438046776764e-07,2.2903405822421813e-07,2.527281690306177e-06,3.9104201792398943e-07,-3.2313162890473843e-07,3.2550613559369385e-08,-1.202556901741721e-07,4.630035467482964e-07,5.736482072712097e-09,-7.614688748126606e-08,3.9104201792398943e-07,1.0107978339049355e-06,-3.469307712827316e-07,-2.5406040022391746e-07,-2.207741231429103e-08,-1.877696213389129e-07,-4.78027490475331e-08,-5.0798355100563404e-08,-3.2313162890473843e-07,-3.469307712827316e-07,1.1809434597603215e-06,0,0.0,0,512,
W,35,ok,D_W,dw,8.508800959600536e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8710,319.11305939999875,8,6.294881194523467e-08,1.1801877693102988e-06,0.463290434023057,0.47994973550630543,0.4079508241681108,0.5406313455000348,0.6063729699389688,0.42691087643311765,0.49203790033269323,0.011244302123055744,2.473801489925582e-07,1.1158713264526441e-07,1.1706639357352379e-10,3.401961099483221e-08,-2.6571890534971748e-08,-3.820042798812112e-08,2.868387316224961e-08,-5.3260378857449695e-09,1.1158713264526441e-07,3.6744401176628895e-07,-2.7616440735035622e-08,8.45398681857778e-08,-9.147145494762993e-08,-3.259337999026623e-08,4.97031383879668e-08,-6.491203223506182e-08,1.1706639357352379e-10,-2.7616440735035622e-08,6.14354502641073e-07,-4.4064366138409823e-08,6.501605817636624e-08,9.24196266871081e-09,-6.358602294436976e-08,3.178539374091591e-08,3.401961099483221e-08,8.45398681857778e-08,-4.4064366138409823e-08,1.11201245494755e-06,-1.0193827338868058e-07,5.419765571024488e-08,2.982758975667193e-08,-7.151636608344206e-08,-2.6571890534971748e-08,-9.147145494762993e-08,6.501605817636624e-08,-1.0193827338868058e-07,6.315260543926785e-07,3.9277483922107516e-08,-5.339715449824029e-08,9.8741959839842e-08,-3.820042798812112e-08,-3.259337999026623e-08,9.24196266871081e-09,5.419765571024488e-08,3.9277483922107516e-08,9.531470141713432e-07,-2.3509847757923888e-08,-5.4120037634370654e-08,2.868387316224961e-08,4.97031383879668e-08,-6.358602294436976e-08,2.982758975667193e-08,-5.339715449824029e-08,-2.3509847757923888e-08,8.065481805919804e-08,-1.4579135956841656e-08,-5.3260378857449695e-09,-6.491203223506182e-08,3.178539374091591e-08,-7.151636608344206e-08,9.8741959839842e-08,-5.4120037634370654e-08,-1.4579135956841656e-08,3.811501227055735e-07,0,0.0,0,512,
W,44,ok,D_W,dw,9.388318576964589e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8704,303.4380916999944,8,3.9761884526003983e-07,1.77452840899167e-06,0.5317963348675259,0.4588468419175499,0.44162234739559975,0.4864886857208222,0.6313418693770599,0.5000883553515515,0.9752528476138794,0.477800958090223,7.17562839344421e-07,1.2655047971345765e-07,-2.490294012576705e-07,-3.4409319439415646e-08,-3.321924081356893e-08,-2.2236689733089562e-08,1.2936981054113463e-08,-1.7267440465393126e-07,1.2655047971345765e-07,9.189328812414026e-07,-1.553753636821555e-09,6.658687193492213e-08,-4.410651676992785e-08,1.6163569026158157e-08,-1.8834754573458936e-09,8.36390051715015e-09,-2.490294012576705e-07,-1.553753636821555e-09,1.2642238887389775e-06,7.41543917906194e-08,-1.0681228673599988e-07,-3.0021729058471474e-10,-3.664876703555758e-07,-1.6824799942723358e-07,-3.4409319439415646e-08,6.658687193492213e-08,7.41543917906194e-08,1.643437995001328e-06,-1.2754541312448458e-07,-1.2959622530833454e-07,-2.1070248564441245e-08,1.3622670714562705e-08,-3.321924081356893e-08,-4.410651676992785e-08,-1.0681228673599988e-07,-1.2754541312448458e-07,1.4596401584827547e-06,-1.1796278823760305e-07,-6.361472854350021e-08,1.2219362675902324e-07,-2.2236689733089562e-08,1.6163569026158157e-08,-3.0021729058471474e-10,-1.2959622530833454e-07,-1.1796278823760305e-07,1.4547503507751467e-06,-8.545469757912783e-08,-9.548071014160117e-08,1.2936981054113463e-08,-1.8834754573458936e-09,-3.664876703555758e-07,-2.1070248564441245e-08,-6.361472854350021e-08,-8.545469757912783e-08,6.239364299206391e-07,1.9969659622687852e-07,-1.7267440465393126e-07,8.36390051715015e-09,-1.6824799942723358e-07,1.3622670714562705e-08,1.2219362675902324e-07,-9.548071014160117e-08,1.9969659622687852e-07,9.393260031086064e-07,0,0.0,0,512,
W,41,ok,D_W,dw,9.251983323358346e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8704,315.03798110000207,8,1.1242037329476739e-07,7.335696085285419e-07,0.4631397151746778,0.5122469127994485,0.43793148613409916,0.5772177074229842,0.51738763481953,0.5096533166011992,0.014753777081745767,0.5056281045679293,3.4964325141261303e-07,4.95282817420953e-08,1.9441610522805627e-08,2.9197789704463177e-08,1.4445031208597604e-08,-6.481593095841558e-09,-6.9785742452212e-08,2.2839694175032936e-08,4.95282817420953e-08,3.6052602345785057e-07,-1.9076366522212656e-08,3.540794129869621e-08,-4.356546447310769e-08,-1.0017420384114552e-08,5.933913398774515e-08,-3.3468215396535514e-08,1.9441610522805627e-08,-1.9076366522212656e-08,4.067041349300308e-07,-3.770411611797252e-08,-8.75445493777917e-09,1.1133179612462403e-09,6.461606142498578e-08,-2.199906895803981e-08,2.9197789704463177e-08,3.540794129869621e-08,-3.770411611797252e-08,6.577471295597429e-07,-3.688438705525883e-08,-4.3833897573910076e-08,-1.2336227994346084e-08,7.646514589969983e-09,1.4445031208597604e-08,-4.356546447310769e-08,-8.75445493777917e-09,-3.688438705525883e-08,5.112888575247622e-07,-1.2090510127401162e-08,8.257608296643534e-09,-1.9414923047617745e-08,-6.481593095841558e-09,-1.0017420384114552e-08,1.1133179612462403e-09,-4.3833897573910076e-08,-1.2090510127401162e-08,6.959027461047483e-07,2.1849692533193352e-08,-1.2643189036386709e-08,-6.9785742452212e-08,5.933913398774515e-08,6.461606142498578e-08,-1.2336227994346084e-08,8.257608296643534e-09,2.1849692533193352e-08,1.9447495625016297e-07,-5.56705639657269e-08,2.2839694175032936e-08,-3.3468215396535514e-08,-2.199906895803981e-08,7.646514589969983e-09,-1.9414923047617745e-08,-1.2643189036386709e-08,-5.56705639657269e-08,1.7560815817585538e-07,0,0.0,0,512,
W,38,ok,D_W,dw,8.816717170820332e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,324.07644409999193,8,1.2189385836024018e-07,1.3684400797382764e-06,0.4612687888149262,0.47190108491825933,0.40886032930427346,0.5342773859983784,0.6208203549868269,0.47839824707923095,0.011699450972898727,0.5142588836529438,3.52765461104099e-07,7.045753628655324e-08,9.470550782296537e-08,-6.95813027982839e-08,2.6793216196766445e-08,-1.4858233983745036e-08,-1.603207957529277e-08,-6.664173651996999e-08,7.045753628655324e-08,6.027446694363816e-07,3.0057459296249806e-08,-6.652153959386924e-08,-9.729605762530196e-08,3.706677802627173e-08,-3.548311857823802e-08,4.4871852624581095e-09,9.470550782296537e-08,3.0057459296249806e-08,5.731256180212511e-07,6.277580986696571e-08,9.374789547087094e-08,2.4322135314495814e-08,5.982526545009214e-08,1.5769151980503743e-08,-6.95813027982839e-08,-6.652153959386924e-08,6.277580986696571e-08,9.677521842519612e-07,1.1009162784731797e-07,-2.710949969610182e-08,-9.1024592424825e-10,1.0789093629856305e-08,2.6793216196766445e-08,-9.729605762530196e-08,9.374789547087094e-08,1.1009162784731797e-07,9.416184441146065e-07,1.3534989709863863e-07,7.930542546282848e-08,4.9339529181392856e-08,-1.4858233983745036e-08,3.706677802627173e-08,2.4322135314495814e-08,-2.710949969610182e-08,1.3534989709863863e-07,1.2978417248955784e-06,3.293417570371736e-08,1.0670675794653127e-07,-1.603207957529277e-08,-3.548311857823802e-08,5.982526545009214e-08,-9.1024592424825e-10,7.930542546282848e-08,3.293417570371736e-08,1.4842331457162668e-07,6.381181881802456e-08,-6.664173651996999e-08,4.4871852624581095e-09,1.5769151980503743e-08,1.0789093629856305e-08,4.9339529181392856e-08,1.0670675794653127e-07,6.381181881802456e-08,5.06486717762597e-07,0,0.0,0,512,
W,40,ok,D_W,dw,9.121043461671331e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,321.42901490000077,8,7.117380414174763e-08,1.0428824212953285e-06,0.536706053572686,0.47900467450999185,0.41524257558289956,0.4607716069752738,0.6085576952414872,0.4155106552349725,0.50871417780898,0.9883095808887371,2.575746142393954e-07,-6.669791822705761e-08,1.950351395562137e-08,-2.183568376326963e-08,-3.602136500191182e-08,1.837495940823744e-08,1.7151597573087478e-08,-1.4578813015964837e-08,-6.669791822705761e-08,3.518260902807515e-07,-3.189265043256998e-08,-3.913889342808374e-08,-4.941245119064194e-08,-6.289407343690753e-09,-3.868239956074241e-08,-1.3627936346724527e-08,1.950351395562137e-08,-3.189265043256998e-08,4.6019287214451545e-07,5.138378405363312e-08,2.1822411376493652e-08,-3.70324370089097e-09,4.971206089276476e-08,-2.0253181038038378e-08,-2.183568376326963e-08,-3.913889342808374e-08,5.138378405363312e-08,1.01920261380098e-06,4.074622849516056e-08,-4.7950623667475905e-08,6.082453730144101e-09,-1.4823643699263582e-09,-3.602136500191182e-08,-4.941245119064194e-08,2.1822411376493652e-08,4.074622849516056e-08,5.843583958171615e-07,-3.0490303029870826e-08,1.7780811833131404e-08,1.6197147306054014e-08,1.837495940823744e-08,-6.289407343690753e-09,-3.70324370089097e-09,-4.7950623667475905e-08,-3.0490303029870826e-08,8.067280762902685e-07,9.756975518229613e-09,-9.882367683521226e-09,1.7151597573087478e-08,-3.868239956074241e-08,4.971206089276476e-08,6.082453730144101e-09,1.7780811833131404e-08,9.756975518229613e-09,8.272490240967603e-08,-9.34879306147146e-09,-1.4578813015964837e-08,-1.3627936346724527e-08,-2.0253181038038378e-08,-1.4823643699263582e-09,1.6197147306054014e-08,-9.882367683521226e-09,-9.34879306147146e-09,3.2758295085634034e-07,0,0.0,0,512,
W,37,ok,D_W,dw,8.814213424091256e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,331.73894100000325,8,2.427931102154773e-07,1.9397369167233063e-06,0.5367429569193022,0.4638243710004991,0.4275690816461034,0.476406367983924,0.6308409814373439,0.4868827534426538,0.5181355096580936,0.981600099208543,5.353093831583006e-07,1.3300011179684023e-08,-4.116175263200105e-08,-3.7523754782280495e-08,-4.89719724768224e-08,-1.5723721372284426e-08,2.5923320345713317e-08,-1.5753465806202432e-07,1.3300011179684023e-08,9.64233215541988e-07,3.016892356163533e-08,-5.033489253764047e-08,-4.894306555309068e-08,-6.13745539804437e-08,-2.4723257323845784e-08,1.431225474844617e-08,-4.116175263200105e-08,3.016892356163533e-08,9.331510268842181e-07,2.8044666098362562e-09,-3.888897334224879e-08,4.921760693128047e-08,1.6557078701984536e-07,-1.0759730344873251e-07,-3.7523754782280495e-08,-5.033489253764047e-08,2.8044666098362562e-09,1.314539909354174e-06,2.6659124158439694e-08,3.6385007306947522e-09,1.5830935727006966e-08,-7.21717996148461e-09,-4.89719724768224e-08,-4.894306555309068e-08,-3.888897334224879e-08,2.6659124158439694e-08,1.1286223216944004e-06,-2.9530728085270955e-07,3.961554204826658e-08,-1.701784438297152e-09,-1.5723721372284426e-08,-6.13745539804437e-08,4.921760693128047e-08,3.6385007306947522e-09,-2.9530728085270955e-07,1.8208414564811994e-06,5.598541924358561e-08,-5.326619301739554e-08,2.5923320345713317e-08,-2.4723257323845784e-08,1.6557078701984536e-07,1.5830935727006966e-08,3.961554204826658e-08,5.598541924358561e-08,3.0607038610316873e-07,-1.2528797243999434e-07,-1.5753465806202432e-07,1.431225474844617e-08,-1.0759730344873251e-07,-7.21717996148461e-09,-1.701784438297152e-09,-5.326619301739554e-08,-1.2528797243999434e-07,8.181325738346088e-07,0,0.0,0,512,
W,36,ok,D_W,dw,8.561961602302634e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8704,334.56251509999856,8,7.239068388268728e-08,5.234970709093733e-07,0.49280481679837446,0.5151560815096967,0.5055045671132765,0.5427661841985353,0.44953044541555626,0.4891113956471125,0.10132303428322721,0.41622194168507015,9.371269300222477e-08,2.2267361208233636e-08,-1.815452648065869e-09,-2.42662055751654e-08,-8.61259041798821e-09,-2.4531820162650952e-08,7.198875854883302e-09,-6.196931446209753e-09,2.2267361208233636e-08,1.873498796574039e-07,-8.919732046544476e-08,3.8990909954907095e-08,-3.7621783790140766e-08,-4.5081663261458624e-08,2.8971483409737625e-09,-4.823858571536054e-09,-1.815452648065869e-09,-8.919732046544476e-08,1.9804439594424263e-07,-5.418816107671084e-09,-1.8900610316434532e-08,-7.282439126331484e-10,2.3556904011314212e-08,1.1776412395006104e-09,-2.42662055751654e-08,3.8990909954907095e-08,-5.418816107671084e-09,2.419542540034145e-07,-7.263829962197e-09,-1.0454206725177605e-09,4.634154494248987e-09,5.7963869997876135e-09,-8.61259041798821e-09,-3.7621783790140766e-08,-1.8900610316434532e-08,-7.263829962197e-09,2.924871299318527e-07,1.312594858657174e-08,-3.405086554100468e-08,-3.79156507548887e-08,-2.4531820162650952e-08,-4.5081663261458624e-08,-7.282439126331484e-10,-1.0454206725177605e-09,1.312594858657174e-08,2.960418192668366e-07,-2.7812939262764476e-08,-6.274370058874648e-09,7.198875854883302e-09,2.8971483409737625e-09,2.3556904011314212e-08,4.634154494248987e-09,-3.405086554100468e-08,-2.7812939262764476e-08,5.102982521158127e-07,1.06339804677582e-08,-6.196931446209753e-09,-4.823858571536054e-09,1.1776412395006104e-09,5.7963869997876135e-09,-3.79156507548887e-08,-6.274370058874648e-09,1.06339804677582e-08,2.9160217183549777e-07,0,0.0,0,512,
W,42,ok,D_W,dw,9.255966901666423e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8707,326.2035481000057,8,7.899593538320815e-08,1.2326863251057452e-06,0.4615423964210919,0.523477970408082,0.4002516268738234,0.5411368255582948,0.3883223394725166,0.47090581213314564,0.5090018683443203,0.012311717505299464,3.288925607268781e-07,-1.549406359149259e-07,4.709301896331214e-08,-2.136028087763184e-08,-1.155849996145831e-08,1.2966189858002263e-08,-2.7805635356264487e-08,-5.991223547466016e-08,-1.549406359149259e-07,3.9553999650034167e-07,-2.9499626471034472e-08,3.311437632864343e-08,-1.3901144390296602e-08,-1.2631258272391084e-08,4.827340967376891e-08,-2.9111104670131415e-09,4.709301896331214e-08,-2.9499626471034472e-08,5.457189707117367e-07,-3.557866432870212e-08,1.3181717285384719e-08,-5.562363589297956e-08,4.500265757019973e-08,-4.711814072044711e-09,-2.136028087763184e-08,3.311437632864343e-08,-3.557866432870212e-08,9.620030202711833e-07,-7.980181628317661e-08,-1.7376510290962288e-07,-1.1086616035633826e-08,1.918534103782917e-08,-1.155849996145831e-08,-1.3901144390296602e-08,1.3181717285384719e-08,-7.980181628317661e-08,5.451034628704457e-07,7.697271459284807e-09,-1.5785854622922664e-08,-8.395378934512917e-09,1.2966189858002263e-08,-1.2631258272391084e-08,-5.562363589297956e-08,-1.7376510290962288e-07,7.697271459284807e-09,1.111512059997309e-06,1.0295976510297086e-08,-2.804142911717248e-09,-2.7805635356264487e-08,4.827340967376891e-08,4.500265757019973e-08,-1.1086616035633826e-08,-1.5785854622922664e-08,1.0295976510297086e-08,9.46787105252498e-08,2.458541603429555e-08,-5.991223547466016e-08,-2.9111104670131415e-09,-4.711814072044711e-09,1.918534103782917e-08,-8.395378934512917e-09,-2.804142911717248e-09,2.458541603429555e-08,4.1413092875374063e-07,0,0.0,0,512,
W,30,ok,D_W,dw,7.907667161371618e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8705,349.65858030000527,8,1.5771813921641891e-07,9.488070411202227e-07,0.5284845537571761,0.47524031350086854,0.45272075351408014,0.4246298447447738,0.5083665937694302,0.47324510029744776,0.9822698269842075,0.495447701749325,4.859833497519454e-07,4.344154424924555e-08,5.942862053958647e-09,-2.532706542647673e-08,2.0216273727645207e-08,5.904441405213754e-08,-1.0731043572780693e-07,3.344713313849435e-08,4.344154424924555e-08,4.025959001877019e-07,1.0895973892174387e-07,-5.778500842074322e-08,-6.8862076367443194e-09,2.7740282015899033e-08,5.327994388173455e-08,-7.74646384365327e-08,5.942862053958647e-09,1.0895973892174387e-07,5.02984010414905e-07,1.705499212045538e-08,-1.8066232972250144e-08,2.764169751065097e-08,-9.590638342334025e-08,5.7498790597459265e-08,-2.532706542647673e-08,-5.778500842074322e-08,1.705499212045538e-08,9.270467398041255e-07,2.65219314862482e-08,2.413837159079482e-08,-3.95621060312721e-08,3.879692961185946e-08,2.0216273727645207e-08,-6.8862076367443194e-09,-1.8066232972250144e-08,2.65219314862482e-08,6.236227084160667e-07,3.4036608579296874e-08,9.844507666127202e-09,-6.335428191232207e-08,5.904441405213754e-08,2.7740282015899033e-08,2.764169751065097e-08,2.413837159079482e-08,3.4036608579296874e-08,8.28850767525382e-07,-4.305573567153611e-08,-1.0751499354814205e-08,-1.0731043572780693e-07,5.327994388173455e-08,-9.590638342334025e-08,-3.95621060312721e-08,9.844507666127202e-09,-4.305573567153611e-08,2.656294052043521e-07,-7.591698399105967e-08,3.344713313849435e-08,-7.74646384365327e-08,5.7498790597459265e-08,3.879692961185946e-08,-6.335428191232207e-08,-1.0751499354814205e-08,-7.591698399105967e-08,2.798528674615266e-07,0,0.0,0,512,
W,47,ok,D_W,dw,9.846015509564144e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8704,317.01006410000264,8,8.506780306558394e-08,7.999847132455509e-07,0.4618367375129059,0.4953475096157079,0.43810944050076306,0.56910682463329,0.45766393878305633,0.4578724906366187,0.9879202186393657,0.5064286270809362,2.924517416210414e-07,-2.904807340668517e-08,1.9279434051559707e-09,-1.4721802626648518e-08,1.8445104253306623e-08,-1.9173775961285937e-08,7.606193252257426e-08,6.6024082166735206e-09,-2.904807340668517e-08,3.2693160249959847e-07,-8.22468840745411e-09,-1.8202180134669127e-08,-5.010729271348499e-09,8.078614155871954e-09,1.2622134310911288e-08,4.027734325797312e-08,1.9279434051559707e-09,-8.22468840745411e-09,4.1003339916538066e-07,-6.490582329447629e-09,3.2643801476270444e-08,4.975357840129622e-10,-7.058367766721588e-08,-1.1491928333949683e-08,-1.4721802626648518e-08,-1.8202180134669127e-08,-6.490582329447629e-09,7.935543296004035e-07,-3.433547746683593e-08,-6.6503127880557845e-09,1.467156300080571e-09,2.259918250907936e-08,1.8445104253306623e-08,-5.010729271348499e-09,3.2643801476270444e-08,-3.433547746683593e-08,5.415228646946547e-07,-4.197862414528186e-08,1.8074802764174624e-08,3.641312554434908e-08,-1.9173775961285937e-08,8.078614155871954e-09,4.975357840129622e-10,-6.6503127880557845e-09,-4.197862414528186e-08,6.614497710448322e-07,-3.2139187083981395e-08,-1.3268844218243977e-08,7.606193252257426e-08,1.2622134310911288e-08,-7.058367766721588e-08,1.467156300080571e-09,1.8074802764174624e-08,-3.2139187083981395e-08,1.5055080283304696e-07,3.677133512385027e-08,6.6024082166735206e-09,4.027734325797312e-08,-1.1491928333949683e-08,2.259918250907936e-08,3.641312554434908e-08,-1.3268844218243977e-08,3.677133512385027e-08,1.338960064456215e-07,0,0.0,0,512,
W,45,ok,D_W,dw,9.514778590219158e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8709,326.0306382999988,8,2.6031786110798957e-07,1.724595454966155e-06,0.4739121208031173,0.531616070163924,0.47520344273285103,0.5026946047264594,0.3817899380462135,0.3625342259307437,0.01942471700440157,0.5156649609337824,4.94356534442106e-07,1.4531490375725534e-07,1.0649916139650291e-07,-1.0839841905422734e-07,1.0061168542793051e-08,7.908136972674571e-08,1.853342320371528e-08,-7.114787907264969e-08,1.4531490375725534e-07,6.958307599370019e-07,4.210597062617669e-08,-7.78745800146023e-08,-3.793788895731531e-08,3.842625844610058e-08,9.895321589921399e-08,9.719309740668467e-08,1.0649916139650291e-07,4.210597062617669e-08,7.845643103047007e-07,8.897175736865074e-09,-6.833887999469378e-08,1.0816591232381683e-07,1.825237090072887e-07,8.648696505819829e-08,-1.0839841905422734e-07,-7.78745800146023e-08,8.897175736865074e-09,1.7036857965010306e-06,-5.010300152697868e-09,4.321968270420063e-08,-2.7393835643765713e-08,-2.36899161757819e-08,1.0061168542793051e-08,-3.793788895731531e-08,-6.833887999469378e-08,-5.010300152697868e-09,1.1360774460480125e-06,-2.9287994268908425e-08,-7.297267771621005e-08,5.6049350075771505e-08,7.908136972674571e-08,3.842625844610058e-08,1.0816591232381683e-07,4.321968270420063e-08,-2.9287994268908425e-08,1.1296664393943132e-06,1.0403475348464533e-07,4.7454402759460995e-08,1.853342320371528e-08,9.895321589921399e-08,1.825237090072887e-07,-2.7393835643765713e-08,-7.297267771621005e-08,1.0403475348464533e-07,3.747359064067126e-07,1.344611145540032e-07,-7.114787907264969e-08,9.719309740668467e-08,8.648696505819829e-08,-2.36899161757819e-08,5.6049350075771505e-08,4.7454402759460995e-08,1.344611145540032e-07,5.953106888803299e-07,0,0.0,0,512,
W,28,ok,D_W,dw,7.721018561746766e-05,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,358.9560835000011,8,5.3011616443100764e-08,9.2487472094714e-07,0.5358635477112693,0.5184893244476079,0.40751892940942475,0.4603987389014489,0.3973750633202358,0.41937340453010885,0.5073241809936054,0.9892527070803333,2.521798775357522e-07,8.883704862225397e-08,5.8630693085684273e-08,2.5365148602826212e-09,5.829709726116615e-08,-2.7677564003501242e-08,2.812261414106576e-08,-6.2987197860632275e-09,8.883704862225397e-08,2.733194562583224e-07,4.104588089031053e-08,4.837642850201364e-08,1.2152522108561967e-08,-3.132135220729682e-08,3.318479657916917e-08,-7.239772896195875e-08,5.8630693085684273e-08,4.104588089031053e-08,4.781341102757532e-07,-5.107240908821157e-08,1.1573981528488718e-07,-3.650614900117769e-08,4.013740592544056e-08,-5.035859932124307e-08,2.5365148602826212e-09,4.837642850201364e-08,-5.107240908821157e-08,8.887567310337053e-07,-2.209075958234839e-08,-6.405960189038126e-08,2.4397778263370615e-09,8.534723127506647e-09,5.829709726116615e-08,1.2152522108561967e-08,1.1573981528488718e-07,-2.209075958234839e-08,4.81943639473379e-07,-3.933402685183719e-08,5.079640270375692e-09,-1.6265456902394845e-08,-2.7677564003501242e-08,-3.132135220729682e-08,-3.650614900117769e-08,-6.405960189038126e-08,-3.933402685183719e-08,7.730477272790787e-07,3.936348089781561e-09,-1.2653963414111725e-08,2.812261414106576e-08,3.318479657916917e-08,4.013740592544056e-08,2.4397778263370615e-09,5.079640270375692e-09,3.936348089781561e-09,6.199836423246993e-08,-9.610217744276114e-09,-6.2987197860632275e-09,-7.239772896195875e-08,-5.035859932124307e-08,8.534723127506647e-09,-1.6265456902394845e-08,-1.2653963414111725e-08,-9.610217744276114e-09,3.2376293196612935e-07,0,0.0,0,512,
