state,local_minimum_id,status,stored_objective,cartesian_objective,objective_abs_difference,sqrt_s_abs_difference,pOut_abs_difference,qOut_abs_difference,theta_p_abs_difference,theta_gamma_abs_difference,phi_p_abs_difference,phi_gamma_abs_difference,proton_direction_distance,photon_direction_distance,proton_vector_roundtrip_distance,photon_vector_roundtrip_distance,energy_residual,momentum_residual,within_objective_tolerance,within_kinematic_tolerance
GHZ,22,pass,2.5660527037544512e-08,2.566052731508467e-08,2.7754015883865884e-16,5.879741138414829e-13,0.0,1.942890293094024e-16,0.0,0.0,nan,nan,1.9747436847339688e-16,0.0,2.9469841251856636e-16,1.942890293094024e-16,0.0,1.942890293094024e-16,True,True
GHZ,23,pass,2.578177958739654e-08,2.607647047840724e-08,2.946908910106968e-10,4.707345624410664e-14,2.5934115965853266e-16,0.0,4.69416172599324e-15,0.0,1.1569412095013831e-11,nan,1.227838433503204e-13,1.861497226016109e-16,5.652359570281233e-16,4.4390209505312036e-17,0.0,7.282004180282826e-22,True,True
GHZ,24,pass,2.587119816189266e-08,2.664532547361413e-08,7.741273117214703e-10,3.135269821541442e-13,3.434752482434078e-16,0.0,1.7506829319557937e-14,0.0,6.884270931095671e-12,nan,6.928350291629556e-14,1.4577544532623957e-16,4.486688019475364e-16,7.839506146072566e-17,0.0,4.440892098506596e-16,True,True
GHZ,25,pass,2.592862176051701e-08,2.6255810859437936e-08,3.2718909892092563e-10,1.9628743075372768e-13,4.0592529337857286e-16,0.0,8.87224321788338e-15,0.0,2.5202062658991053e-12,nan,2.0568348901117824e-14,6.6825805872912106e-18,4.154451391417573e-16,2.489921315134639e-16,8.881784197001252e-16,0.0,True,True
GHZ,26,pass,2.59712095268054e-08,2.6805893905811655e-08,8.346843790062545e-10,7.913669719528116e-13,8.239936510889834e-17,0.0,4.255276686571108e-15,0.0,1.3926637620897964e-12,nan,1.4294317866817396e-14,7.819449017623166e-21,1.2383528989966758e-16,2.489532337027031e-16,0.0,0.0,True,True
GHZ,27,pass,2.598736682040682e-08,2.598750714859438e-08,1.4032818755916586e-13,3.446132268436486e-13,0.0,1.1102230246251565e-16,0.0,0.0,nan,nan,1.150067584127466e-17,0.0,2.9524645452648463e-16,1.1102230246251565e-16,0.0,5.551115123125783e-17,True,True
GHZ,28,pass,2.602929973289853e-08,2.6482086154853716e-08,4.5278642195518554e-10,4.192202140984591e-13,6.681395887941921e-17,0.0,5.870651187400711e-13,0.0,1.91159532647589e-10,nan,2.1476044787426506e-12,2.7502511280992247e-19,3.069224568134995e-16,2.487343009509177e-16,8.881784197001252e-16,0.0,True,True
GHZ,29,pass,2.6036820078558334e-08,2.6035786049104184e-08,1.034029454150036e-12,3.375077994860476e-14,2.498001805406602e-16,0.0,8.881784197001252e-16,0.0,4.2010839251815923e-13,nan,9.278617265371504e-16,4.838754992298483e-17,2.7722809004843835e-16,2.401976267319731e-16,0.0,0.0,True,True
GHZ,30,pass,2.6235789493360746e-08,2.6603414455455806e-08,3.676249620950605e-10,9.663381206337363e-13,2.1163626406917047e-16,0.0,2.541022947610827e-14,0.0,1.5698553568199713e-12,nan,2.8705969657150055e-14,1.748202458501779e-16,3.8765172496618295e-16,2.49404864204201e-16,0.0,0.0,True,True
GHZ,31,pass,2.6257245772614148e-08,2.625848292810298e-08,1.237155488832858e-12,9.112710586123285e-13,5.551115123125783e-17,0.0,2.220446049250313e-15,0.0,3.744560217455728e-12,nan,3.31672720022933e-15,2.339396901642857e-16,4.385261132203619e-16,1.49379790904715e-16,0.0,6.048776998249634e-21,True,True
GHZ,32,pass,2.6292176719739017e-08,2.6290270967885556e-08,1.9057518534614648e-12,4.192202140984591e-13,1.942890293094024e-16,0.0,1.7763568394002505e-15,0.0,3.582467655860455e-12,nan,2.3472331670939073e-15,2.414062932118724e-16,4.050214720923685e-16,9.02728774052876e-17,0.0,2.220446050074e-16,True,True
GHZ,33,pass,2.6331935027068843e-08,2.6800317078809726e-08,4.683820517408825e-10,6.226130722097878e-13,6.071532165918825e-17,0.0,3.7029407318200924e-14,0.0,2.0401458300511877e-12,nan,3.993130180174082e-14,1.537612822076621e-17,4.3114734586868387e-16,2.4897197032914025e-16,8.881784197001252e-16,4.440892098500626e-16,True,True
GHZ,34,pass,2.6334330315628278e-08,2.6469676543686475e-08,1.3534622805819673e-10,3.5704772471945034e-13,6.938893903907228e-17,0.0,9.653736143810931e-15,0.0,2.0472512574087887e-12,nan,1.088375240725779e-14,2.4361875069049575e-16,1.496268816774412e-16,5.645534030181469e-17,0.0,4.440892098506596e-16,True,True
GHZ,35,pass,2.6363609623313204e-08,2.639659478821668e-08,3.2985164903477304e-11,8.117950756059145e-13,2.0469737016526324e-16,0.0,1.426124843217913e-13,0.0,1.6917134360028285e-11,nan,1.647563400859438e-13,2.4085790569961674e-16,4.441296814830288e-16,9.563512849337238e-17,0.0,4.440892098506596e-16,True,True
GHZ,36,pass,2.6390794580085e-08,2.6297215219306772e-08,9.35793607782277e-11,4.2010839251815923e-13,5.551115123125783e-17,0.0,1.202336841199525e-14,0.0,2.602362769721367e-12,nan,1.754318965792835e-14,2.1394418369467217e-16,2.7412879200758696e-16,2.4965447444924937e-16,8.881784197001252e-16,4.440892098500626e-16,True,True
GHZ,37,pass,2.64098837215066e-08,2.677261661725552e-08,3.6273289574892087e-10,3.730349362740526e-14,5.0133508455729725e-16,0.0,3.108624468950438e-14,0.0,1.4421353000670933e-11,nan,4.7107510700216625e-14,1.0918456486202952e-16,6.774674541631978e-16,2.493139509513225e-16,0.0,0.0,True,True
GHZ,38,pass,2.6424831032637317e-08,2.6420444078768797e-08,4.38695386851991e-12,4.369837824924616e-13,2.7755575615628914e-17,0.0,3.552713678800501e-15,0.0,2.5637270084644115e-12,nan,3.930208318045509e-15,6.959250789816215e-17,5.796874892759736e-16,2.3947138145831496e-16,0.0,2.220446049250313e-16,True,True
GHZ,39,pass,2.6442060626521577e-08,2.7174263979750523e-08,7.322033532289465e-10,5.648814749292796e-13,5.529431079676073e-16,0.0,1.597784404783198e-13,0.0,2.26885177312397e-12,nan,1.6132069764164329e-13,2.4194587397070703e-16,6.523699171418803e-16,8.253586167182225e-17,0.0,7.282004180282826e-22,True,True
GHZ,40,pass,2.6478834189956557e-08,2.7250699756739457e-08,7.718655667829003e-10,6.590283874174929e-13,9.367506770274758e-17,0.0,2.427572032281944e-14,0.0,2.418509836843441e-12,nan,3.358479220512092e-14,3.599084056193136e-18,4.015669067473263e-16,2.4940960875204514e-16,0.0,0.0,True,True
GHZ,41,pass,2.6501782834071657e-08,2.6501560006110248e-08,2.228279614094696e-13,6.590283874174929e-13,1.6653345369377348e-16,0.0,3.552713678800501e-15,0.0,2.6551472132041454e-10,nan,3.936814204787929e-15,1.9130600150555292e-16,4.356405600810584e-16,2.416871028525635e-16,8.881784197001252e-16,2.220446049250313e-16,True,True
GHZ,42,pass,2.6517304461535987e-08,2.664924209360419e-08,1.319376320682016e-10,3.1441516057384433e-13,4.85722573273506e-16,0.0,2.8293807455368608e-14,0.0,3.1178348791627286e-10,nan,2.9941288619481915e-14,2.4024884367975063e-16,7.038029955577641e-16,1.0222995036937943e-16,8.881784197001252e-16,1.2953410819230197e-23,True,True
GHZ,43,pass,2.6532965957114165e-08,2.695250903241679e-08,4.19543075302625e-10,6.252776074688882e-13,2.6020852139652106e-16,0.0,2.4138880456124612e-14,0.0,2.4903856754576736e-10,nan,2.5708878866125163e-14,2.39362962518458e-16,6.621700403774842e-16,1.1113527595362553e-16,0.0,1.2953410819230197e-23,True,True
GHZ,44,pass,2.6542832215294197e-08,2.7013038319061804e-08,4.702061037676073e-10,2.6645352591003757e-13,4.5536491244391186e-17,0.0,2.015096124902485e-14,0.0,6.368333860251596e-09,nan,1.5320552407986143e-13,2.4125234933421737e-16,5.51120727231943e-16,9.110782144112146e-17,0.0,2.8147898161824577e-25,True,True
GHZ,45,pass,2.6597029583117564e-08,2.672390036339393e-08,1.2687078027636493e-10,2.504663143554353e-13,2.6020852139652106e-16,0.0,1.7653413453277977e-14,0.0,2.2382096176443156e-12,nan,1.8488167881324858e-14,1.9240716343086878e-16,5.764308228522162e-16,6.349802089940307e-17,0.0,7.282004180282826e-22,True,True
GHZ,46,pass,2.6665119178664685e-08,2.6665074095929153e-08,4.508273553241966e-14,7.114309141798003e-13,7.589415207398531e-19,0.0,0.0,0.0,nan,nan,2.449283820322322e-16,1.2115171031942232e-16,7.677969036217638e-19,1.379686823074516e-16,0.0,0.0,True,True
GHZ,47,pass,2.666898402041265e-08,2.676687003079768e-08,9.788601038502959e-11,3.5349501104064984e-13,4.40619762898109e-16,0.0,2.0209392969858242e-14,0.0,1.0316814069710745e-10,nan,2.5668557153832197e-14,1.767375883786284e-16,6.866802900573838e-16,2.499682763862197e-16,0.0,0.0,True,True
GHZ,48,pass,2.6726605636668045e-08,2.674322887089265e-08,1.6623234224606196e-11,5.950795411990839e-13,5.273559366969494e-16,0.0,1.7386482878412046e-14,0.0,1.5800694086465228e-12,nan,1.7413331615246294e-14,2.1549848687824422e-16,7.604414825330771e-16,2.468415771196665e-16,0.0,7.282004180282826e-22,True,True
GHZ,49,pass,2.6784355271910752e-08,2.7093841219800338e-08,3.0948594788958586e-10,1.2967404927621828e-13,5.412337245047638e-16,0.0,4.561533307112162e-15,0.0,1.2501244484042218e-10,nan,5.75309447893571e-15,1.3905761802709225e-16,6.307727712162847e-16,9.516534369677599e-17,0.0,9.292570758755735e-23,True,True
GHZ,50,pass,2.6832682687639853e-08,2.7449129653380948e-08,6.164469657410946e-10,1.1812772982011666e-13,1.942890293094024e-16,0.0,1.3546665688073806e-15,0.0,5.754094978271951e-10,nan,4.7338669566518955e-15,1.7062356639887652e-16,4.2557636786301157e-16,1.6224289623905e-17,0.0,2.8147898161824577e-25,True,True
GHZ,51,pass,2.6841654397549122e-08,2.7382488275550088e-08,5.408338780009658e-10,7.389644451905042e-13,2.2659825404947043e-16,0.0,1.691355389077387e-13,0.0,2.291189460379428e-11,nan,2.814291541341415e-13,1.7452022088613168e-16,4.44601299160525e-16,2.4880891150451965e-16,0.0,0.0,True,True
GHZ,52,pass,2.690143294563853e-08,2.8381872252968432e-08,1.4804393073299023e-09,4.334310688136611e-13,1.3270634591222574e-16,0.0,6.764727666919157e-14,0.0,1.1648459974367142e-12,nan,7.140795633826181e-14,1.6868968726400444e-17,5.064166992387571e-16,2.491431089938187e-16,0.0,0.0,True,True
GHZ,53,pass,2.696491960994761e-08,2.706134461253721e-08,9.642500258960089e-11,9.237055564881302e-13,1.3530843112619095e-16,0.0,5.6060299631621735e-15,0.0,3.533084935725128e-11,nan,1.7605492959484212e-14,2.1257507373391258e-16,2.095576086693463e-16,2.492791796200974e-16,8.881784197001252e-16,0.0,True,True
GHZ,54,pass,2.7059465700631392e-08,2.7107428111918046e-08,4.7962411286653894e-11,4.876099524153688e-13,3.885780586188048e-16,0.0,6.713379852030243e-16,0.0,8.701483977802127e-12,nan,1.0665230286135665e-14,1.7831284313033192e-16,6.101646103125489e-16,2.513417669222995e-16,0.0,0.0,True,True
GHZ,55,pass,2.7061397378034554e-08,2.7228442493600197e-08,1.6704511556564349e-10,1.2967404927621828e-13,3.608224830031759e-16,0.0,3.8864853176001635e-15,0.0,8.305445220457841e-11,nan,7.214974289041408e-15,8.322673528650238e-17,6.470935508344034e-16,2.2157247828079018e-16,0.0,1.1883252922601774e-22,True,True
GHZ,56,pass,2.7073480765066444e-08,2.720566373812246e-08,1.3218297305601717e-10,0.0,5.273559366969494e-16,0.0,3.46622145049047e-15,0.0,2.403677257234449e-11,nan,3.92600448251866e-15,1.5775251818399093e-16,6.191740710234183e-16,4.67612807636583e-17,8.881784197001252e-16,9.292570758755735e-23,True,True
GHZ,57,pass,2.7217623631025366e-08,2.7237949885811812e-08,2.0326254786445992e-11,1.4210854715202004e-13,5.551115123125783e-17,0.0,6.554002132674874e-17,0.0,1.0843770326118829e-11,nan,4.393006291344341e-15,2.2260673637999706e-16,3.2810389625449127e-16,2.1765078155260897e-16,0.0,7.282004180282826e-22,True,True
GHZ,58,pass,2.725801390086678e-08,2.7257981889592434e-08,3.201127434629216e-14,4.2099657093785936e-13,0.0,1.1102230246251565e-16,0.0,0.0,nan,nan,2.440122690335143e-16,2.284738444365016e-16,1.753239623733347e-16,1.589121375392875e-16,0.0,0.0,True,True
GHZ,59,pass,2.725988154011086e-08,2.7430817251991452e-08,1.70935711880593e-10,7.158718062783009e-13,2.914335439641036e-16,0.0,2.4306728504952524e-15,0.0,6.990852341459686e-12,nan,6.3179771192079946e-15,2.4482025820901483e-16,5.867595116733407e-16,2.1192089779570925e-17,0.0,6.04806316000612e-21,True,True
GHZ,60,pass,2.7479612237504886e-08,2.78263651053668e-08,3.4675286786191434e-10,8.93507490218326e-13,5.551115123125783e-16,0.0,7.276148542186001e-16,0.0,1.467759247475442e-11,nan,1.0796889634026231e-15,2.434168382304378e-16,5.784365740941118e-16,5.919237151218804e-17,0.0,7.282004180282826e-22,True,True
GHZ,61,pass,2.7516278282308457e-08,2.7690961528787224e-08,1.7468324647876726e-10,6.634692795159935e-13,4.996003610813204e-16,0.0,7.812625329658984e-15,0.0,3.5853986446454655e-11,nan,9.554379865319552e-15,2.4479458650463714e-16,8.303388545619457e-16,2.2839217995772323e-17,0.0,7.282004180282826e-22,True,True
GHZ,62,pass,2.7530269327786192e-08,2.759894855066916e-08,6.86792228829681e-11,1.3145040611561853e-13,2.949029909160572e-17,0.0,1.0682644005499675e-14,0.0,7.02105040772949e-11,nan,4.438530486358321e-14,1.45680538968728e-16,4.010307245221459e-16,7.86080311664669e-17,0.0,1.1883252922601774e-22,True,True
GHZ,63,pass,2.757179823234864e-08,2.765425565817689e-08,8.245742582824866e-11,3.9968028886505635e-14,3.3306690738754696e-16,0.0,6.268856961311187e-16,0.0,3.339550858072471e-13,nan,7.670568521511885e-16,2.4106029121875974e-16,3.35617430386684e-16,9.332260637075565e-17,8.881784197001252e-16,6.04806316000612e-21,True,True
GHZ,64,pass,2.7685796935652706e-08,2.7922835066661773e-08,2.3703813100906686e-10,7.993605777301127e-14,1.0408340855860843e-16,0.0,5.870995421590475e-15,0.0,1.3573142609857314e-11,nan,5.96487978593722e-15,2.166636912517083e-16,3.6840190264768184e-16,2.4261522552836336e-16,1.7763568394002505e-15,1.1883252922601774e-22,True,True
GHZ,65,pass,2.783290874004366e-08,2.9576963485063207e-08,1.7440547450195479e-09,3.3217872896784684e-13,2.914335439641036e-16,0.0,1.609420198023584e-15,0.0,6.801061935846064e-10,nan,2.187121116051445e-15,2.2052946153629624e-16,3.349856821414869e-16,2.270454521184164e-16,0.0,1.2953410819230197e-23,True,True
GHZ,66,pass,2.7866230118713646e-08,2.786600858866872e-08,2.2153004492647135e-13,1.3855583347321954e-13,0.0,0.0,0.0,0.0,nan,nan,2.44929314104576e-16,2.800237201916404e-17,2.3539127174044757e-17,2.3576270941341724e-16,8.881784197001252e-16,0.0,True,True
GHZ,67,pass,2.8068890112279643e-08,2.9545587799004795e-08,1.4766976867251526e-09,2.9309887850104133e-13,2.706168622523819e-16,0.0,4.415565135751365e-14,0.0,1.9189094757621206e-12,nan,5.663806644984106e-14,2.449181997119988e-16,5.198270859654606e-16,1.9226159765537795e-17,0.0,6.04806316000612e-21,True,True
GHZ,68,pass,2.821512918495141e-08,3.077623756148204e-08,2.5611083765306265e-09,2.1316282072803006e-14,3.833196780822501e-16,0.0,6.366907001620348e-12,0.0,7.176481631177012e-12,nan,7.267491959583964e-12,1.7075793372180026e-16,5.879086687315252e-16,4.617019771052128e-17,0.0,2.2204460492503165e-16,True,True
GHZ,69,pass,2.834833120860681e-08,2.854008024699475e-08,1.9174903838793888e-10,3.694822225952521e-13,1.6653345369377348e-16,0.0,9.46833757231591e-16,0.0,4.718891943866765e-12,nan,4.436761641447104e-15,2.4492883306315447e-16,4.0102239258076547e-16,1.974105422682045e-17,0.0,7.282004180282826e-22,True,True
GHZ,70,pass,2.8434487970448918e-08,3.063356200194362e-08,2.199074031494699e-09,6.119549311733863e-13,1.8501910073465133e-16,0.0,6.289413434501512e-13,0.0,4.370281914134466e-12,nan,2.2897418521407702e-12,6.034912088190692e-17,6.900706311900668e-16,2.378875506313915e-16,0.0,0.0,True,True
GHZ,71,pass,2.8751643138684113e-08,2.8751554888009746e-08,8.825067436644643e-14,8.411049634560186e-13,0.0,2.220446049250313e-16,0.0,0.0,nan,nan,1.8368855557250932e-16,0.0,2.9320997270913924e-16,2.220446049250313e-16,8.881784197001252e-16,1.6653345369377348e-16,True,True
GHZ,72,pass,2.9084812688785582e-08,2.9226056765674792e-08,1.4124407688921008e-10,9.512390874988341e-13,5.551115123125783e-17,0.0,3.687100538080079e-16,0.0,8.961720254774264e-13,nan,3.798080938640148e-16,2.1631521314059352e-16,1.2847381580439966e-16,1.2928653632974904e-16,8.881784197001252e-16,7.378326496020746e-22,True,True
GHZ,73,pass,2.9153902251502753e-08,2.918190468936261e-08,2.800243785985754e-11,1.1901590823981678e-13,1.4224732503009818e-16,0.0,1.7134676923852288e-14,0.0,1.3864553949360925e-10,nan,2.393262481663103e-14,5.26261358592365e-17,5.758531720047048e-16,2.5013161039558686e-16,0.0,4.440892098500626e-16,True,True
GHZ,74,pass,2.9320207043804888e-08,3.048030711062839e-08,1.1601000668234985e-09,3.6148861681795097e-13,3.642919299551295e-17,0.0,6.3438837516471835e-15,0.0,2.361666417982633e-12,nan,2.3677981159449843e-14,2.4491871869208935e-16,2.2982960435103746e-16,1.9270172434045333e-17,8.881784197001252e-16,6.04806316000612e-21,True,True
GHZ,75,pass,2.947427646207113e-08,2.9475295116496616e-08,1.018654425487049e-12,5.719869022868806e-13,0.0,0.0,0.0,0.0,nan,nan,1.6617574379797206e-16,1.2420431127899714e-16,1.3168458373992074e-16,1.529461018370966e-16,8.881784197001252e-16,2.220446049250313e-16,True,True
GHZ,76,pass,2.9516845638649636e-08,2.9516875576804567e-08,2.993815493124077e-14,1.3677947663381929e-13,1.1102230246251565e-16,0.0,0.0,0.0,nan,nan,8.789549326355761e-19,1.4048588424891814e-18,1.1120291276474362e-16,2.308186352892502e-16,0.0,0.0,True,True
GHZ,77,pass,2.962561287144819e-08,2.9608435351516005e-08,1.7177519932185512e-11,1.5187850976872141e-13,0.0,1.249000902703301e-16,0.0,0.0,nan,nan,1.9951824929006052e-16,1.1474571447850248e-17,2.800679401462476e-16,1.257706635509578e-16,8.881784197001252e-16,1.3877787807814457e-17,True,True
GHZ,78,pass,2.970071349115007e-08,2.9880137290343877e-08,1.794237991938072e-10,3.0375701953744283e-13,2.7755575615628914e-16,0.0,8.532887937895417e-15,0.0,3.113109769969924e-11,nan,2.7427783232123358e-14,2.0330369211134356e-16,4.68128366778983e-16,2.494040647599402e-16,0.0,0.0,True,True
GHZ,79,pass,3.0139886140726796e-08,3.0139401947301897e-08,4.841934248989686e-13,2.8332891588433995e-13,1.6306400674181987e-16,0.0,0.0,0.0,nan,nan,6.95844049862596e-18,1.5379745118627845e-16,1.6309493202564273e-16,2.3055909491652467e-16,8.881784197001252e-16,0.0,True,True
GHZ,80,pass,3.0215293700740134e-08,3.044350580352736e-08,2.2821210278722501e-10,1.5276668818842154e-13,0.0,0.0,2.0678615341319234e-16,0.0,1.7488677173105316e-10,nan,1.7113477704688158e-15,2.2234763433192877e-16,5.343670346733979e-16,2.2126728971201194e-16,0.0,9.292570758755735e-23,True,True
GHZ,81,pass,3.038265652576293e-08,3.0382474854631395e-08,1.8167113153560634e-13,7.895906151134113e-13,3.469446951953614e-18,0.0,1.7763568394002505e-14,0.0,1.8685497593651235e-11,nan,1.7890317515559905e-14,2.3726594620379183e-16,2.2081500577108772e-16,1.2881787149161898e-16,8.881784197001252e-16,2.2204460492505073e-16,True,True
GHZ,82,pass,3.043333391868301e-08,3.043329422861574e-08,3.9690067269218714e-14,1.8118839761882555e-13,1.3877787807814457e-16,0.0,0.0,0.0,nan,nan,2.449138161521406e-16,2.4344111310997143e-16,1.3953419250295316e-16,7.056978174757538e-17,0.0,2.220446049250313e-16,True,True
GHZ,83,pass,3.056906595764916e-08,3.188808380163333e-08,1.3190178439841669e-09,6.235012506294879e-13,2.5965286778312224e-16,0.0,3.3397139220792127e-12,0.0,1.188475984292836e-10,nan,3.850166027127821e-12,2.4488327780434786e-16,4.1463427969760374e-16,4.258395880363124e-17,0.0,9.292570758755735e-23,True,True
