state,local_minimum_id,status,stored_objective,cartesian_objective,objective_abs_difference,sqrt_s_abs_difference,pOut_abs_difference,qOut_abs_difference,theta_p_abs_difference,theta_gamma_abs_difference,phi_p_abs_difference,phi_gamma_abs_difference,proton_direction_distance,photon_direction_distance,proton_vector_roundtrip_distance,photon_vector_roundtrip_distance,energy_residual,momentum_residual,within_objective_tolerance,within_kinematic_tolerance
W,12,pass,5.427193654152544e-05,5.4729620677071036e-05,4.5768413554559724e-07,2.1049828546892968e-13,4.440892098500626e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,3.692639165456277e-16,1.1102230246251565e-16,0.0,1.3877787807814457e-17,True,True
W,13,pass,5.561015804811053e-05,5.594920792806531e-05,3.3904987995477876e-07,5.377920331284258e-13,0.0,1.1102230246251565e-16,4.440892098500626e-16,0.0,0.0,0.0,4.272916553455145e-16,0.0,3.7238012298709097e-16,1.415262216750919e-16,8.881784197001252e-16,2.7755575615628914e-17,True,True
W,14,pass,5.727653985390068e-05,5.701847604014632e-05,2.5806381375435996e-07,8.113509863960644e-13,1.6653345369377348e-16,0.0,4.440892098500626e-16,0.0,1.3322676295501878e-15,0.0,9.992007221626409e-16,0.0,4.509747244882934e-16,1.8463195827281384e-16,0.0,1.1102230246251565e-16,True,True
W,15,pass,6.156096875878279e-05,6.184821828931502e-05,2.872495305322292e-07,1.0125233984581428e-13,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,8.881784197001252e-16,4.440892098500626e-16,5.438959822042073e-16,4.440892098500626e-16,4.1910000110727263e-16,2.221800888627857e-16,4.440892098500626e-16,2.2215299868541707e-17,True,True
W,16,pass,6.248075071640729e-05,6.31891734725256e-05,7.084227561183142e-07,3.2862601528904634e-14,1.1102230246251565e-16,5.551115123125783e-17,0.0,4.440892098500626e-16,8.881784197001252e-16,0.0,5.4672143489065705e-16,4.0413100419242237e-16,3.4219371797089426e-16,1.0164151057225974e-16,0.0,1.0408340855860843e-17,True,True
W,17,pass,6.403256089779089e-05,6.393096669277865e-05,1.0159420501223884e-07,3.659295089164516e-13,2.220446049250313e-16,1.1102230246251565e-16,4.440892098500626e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,8.15843973306311e-16,4.965189522502828e-16,3.8459253727671276e-16,2.0122792321330962e-16,0.0,5.553824967135427e-17,True,True
W,18,pass,6.614868173291549e-05,6.60489453496754e-05,9.973638324008432e-08,4.778399897986674e-13,1.1102230246251565e-16,0.0,0.0,2.220446049250313e-16,4.440892098500626e-16,0.0,4.335559509131367e-16,2.220446049250313e-16,3.4219371797089426e-16,2.7785853763390816e-16,0.0,1.3552527156068805e-18,True,True
W,19,pass,7.50949593103141e-05,7.532884467404536e-05,2.3388536373125874e-07,6.998845947236987e-13,3.3306690738754696e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,2.0014830212433605e-16,4.0125770192081414e-16,2.0206364052201326e-16,0.0,1.1102230246251565e-16,True,True
W,20,pass,7.70590537469013e-05,7.744745782716898e-05,3.884040802676835e-07,3.3173463975799677e-13,2.220446049250313e-16,0.0,4.440892098500626e-16,0.0,4.440892098500626e-16,0.0,4.996003610813204e-16,0.0,3.7238012298709097e-16,5.551115123125783e-17,0.0,0.0,True,True
W,21,pass,7.721523721085965e-05,7.721018561746766e-05,5.051593391990983e-09,5.089262344881718e-13,2.220446049250313e-16,0.0,0.0,0.0,8.881784197001252e-16,0.0,3.236828524569469e-16,0.0,4.1540741810552243e-16,7.850462293418876e-17,0.0,0.0,True,True
W,22,pass,7.784375346397397e-05,7.824755518186478e-05,4.0380171789080807e-07,7.482903185973555e-13,1.1102230246251565e-16,0.0,4.440892098500626e-16,0.0,8.881784197001252e-16,0.0,8.400361489980555e-16,0.0,4.335559509131367e-16,1.1796119636642288e-16,0.0,1.734723475976807e-17,True,True
W,23,pass,7.893313464178252e-05,7.917690936951878e-05,2.4377472773625926e-07,2.9176661087149114e-13,3.3306690738754696e-16,0.0,4.440892098500626e-16,2.220446049250313e-16,8.881784197001252e-16,4.440892098500626e-16,8.15843973306311e-16,4.841339424497384e-16,5.578801654593729e-16,1.0591761858187545e-16,0.0,5.721958498152797e-17,True,True
W,24,pass,8.534813581650505e-05,8.511061072032563e-05,2.375250961794196e-07,1.545430450278218e-13,2.220446049250313e-16,0.0,0.0,0.0,8.881784197001252e-16,4.440892098500626e-16,3.775166431889533e-16,3.510833468576701e-16,3.8459253727671276e-16,2.0770370905276122e-16,4.440892098500626e-16,0.0,True,True
W,25,pass,8.822953157852401e-05,8.883128285680447e-05,6.017512782804615e-07,8.673062268371723e-13,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,3.3306690738754696e-16,1.3597399555105182e-16,2.7476618026966064e-16,4.440892098500626e-16,2.7755575615628914e-17,True,True
W,26,pass,8.836305029209865e-05,8.85532309844446e-05,1.9018069234595636e-07,9.157119507108291e-13,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,1.6435074526764696e-16,0.0,2.7755575615628914e-17,True,True
W,27,pass,9.131931088858241e-05,9.18733504844656e-05,5.540395958831808e-07,3.8191672047105385e-14,2.220446049250313e-16,1.1102230246251565e-16,0.0,4.440892098500626e-16,0.0,0.0,0.0,4.1540741810552243e-16,2.7194799110210365e-16,1.6653345369377348e-16,4.440892098500626e-16,5.551115123125783e-17,True,True
W,28,pass,9.285536420950512e-05,9.301291918705813e-05,1.5755497755301387e-07,1.0702549957386509e-13,2.220446049250313e-16,5.551115123125783e-17,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.498001805406602e-16,6.23728986632994e-16,2.7511642410880956e-16,2.5447867175859907e-16,0.0,2.0816681711721685e-17,True,True
W,29,pass,9.37909927737755e-05,9.380694146984932e-05,1.5948696073826295e-08,9.254819133275305e-13,1.1102230246251565e-16,0.0,4.440892098500626e-16,8.881784197001252e-16,1.7763568394002505e-15,0.0,1.0853104412965138e-15,8.96917464302345e-16,5.828670879282072e-16,2.5557016356486184e-16,0.0,2.7809732887839817e-17,True,True
W,30,pass,9.417612384684363e-05,9.389773216858497e-05,2.783916782586604e-07,7.371880883511039e-13,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1443916996305594e-16,2.4548022812551268e-17,0.0,2.2551405187698492e-17,True,True
W,31,pass,9.576659229904239e-05,9.563018871132274e-05,1.364035877196541e-07,6.270539643082884e-13,1.1102230246251565e-16,2.7755575615628914e-16,4.440892098500626e-16,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,5.20740757162067e-16,7.870063977598499e-16,3.1031676915590914e-16,2.8441001681421824e-16,0.0,2.7755575615628914e-17,True,True
W,32,pass,9.844422488872172e-05,9.876499477283879e-05,3.207698841170667e-07,6.088463067044358e-13,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,8.881784197001252e-16,0.0,4.579669976578771e-16,0.0,2.891945847262976e-16,1.7772239894833365e-16,8.881784197001252e-16,5.551115123125783e-17,True,True
W,33,pass,9.95696165320176e-05,9.989034700466088e-05,3.207304726432806e-07,9.672262990534364e-13,1.1102230246251565e-16,4.440892098500626e-16,0.0,0.0,8.881784197001252e-16,0.0,5.551115123125783e-16,0.0,5.3533015581491455e-16,3.345578950913049e-16,4.440892098500626e-16,1.6964906037326847e-17,True,True
W,34,pass,0.00010064692076095023,0.00010060849818844449,3.842257250574353e-08,6.616929226765933e-14,0.0,1.1102230246251565e-16,0.0,2.220446049250313e-16,8.881784197001252e-16,0.0,3.7238012298709097e-16,2.220446049250313e-16,3.775166431889533e-16,1.5700924586837752e-16,0.0,8.326672684688674e-17,True,True
W,35,pass,0.00010272696965632488,0.0001027986097056101,7.164004928521229e-08,6.696865284538944e-13,4.440892098500626e-16,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,0.0,7.850462293418876e-16,3.565943417640937e-16,3.5652682413747997e-16,4.440892098500626e-16,2.7755575615628914e-17,True,True
W,36,pass,0.00010475500778209932,0.00010495317667675878,1.9816889465946183e-07,4.014566457044566e-13,3.885780586188048e-16,2.220446049250313e-16,0.0,0.0,8.881784197001252e-16,0.0,7.850462293418876e-16,0.0,4.847302891456678e-16,2.7907490283380365e-16,4.440892098500626e-16,1.214306433183765e-17,True,True
W,37,pass,0.00010526531866267316,0.00010585793614591158,5.926174832384203e-07,1.3855583347321954e-13,4.440892098500626e-16,0.0,4.440892098500626e-16,2.220446049250313e-16,8.881784197001252e-16,0.0,7.043575467574348e-16,2.498001805406602e-16,6.004449063730082e-16,1.1188630228279524e-16,0.0,1.3877787807814457e-17,True,True
W,38,pass,0.0001080586355131409,0.0001084297622356499,3.7112672250899214e-07,2.8066438062523957e-13,0.0,2.220446049250313e-16,0.0,0.0,8.881784197001252e-16,4.440892098500626e-16,4.002966042486721e-16,4.041272810440265e-16,2.7194799110210365e-16,3.610892649124533e-16,0.0,4.163336342344337e-17,True,True
W,39,pass,0.00011431617417153152,0.00011403680480909066,2.793693624408627e-07,1.8207657603852567e-13,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,0.0,0.0,4.335559509131367e-16,0.0,3.7238012298709097e-16,1.642408484012845e-16,0.0,5.605734151889657e-17,True,True
W,40,pass,0.0001189976066917121,0.00011880704331631045,1.9056337540165132e-07,6.772360450213455e-13,1.942890293094024e-16,8.326672684688674e-17,5.551115123125783e-16,1.5543122344752192e-15,2.6645352591003757e-15,4.440892098500626e-16,8.698838285367449e-16,1.591595317865861e-15,2.5241865865719664e-16,2.220717083251841e-16,0.0,6.938893903907228e-18,True,True
W,41,pass,0.00012303605096821452,0.0001229580886861174,7.79622820971243e-08,1.8474111129762605e-13,3.3306690738754696e-16,2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,8.881784197001252e-16,0.0,6.497413668604471e-16,3.152427400121712e-16,3.7238012298709097e-16,3.0436364816617974e-16,0.0,2.7755575615628914e-17,True,True
W,42,pass,0.0001236984312794061,0.0001237474506940889,4.901941468281887e-08,3.6415315207705135e-13,2.220446049250313e-16,0.0,3.1086244689504383e-15,2.220446049250313e-16,4.440892098500626e-15,8.881784197001252e-16,5.340640850814783e-15,8.95090418262362e-16,4.1075325193573645e-16,1.5959455978986625e-16,0.0,0.0,True,True
W,43,pass,0.0001237737672900818,0.0001239903525142851,2.16585224203312e-07,4.454214774796128e-13,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,8.881784197001252e-16,0.0,7.108895957933346e-16,1.0007415106216802e-16,2.435541875787129e-16,1.8463195827281384e-16,8.881784197001252e-16,1.3877787807814457e-17,True,True
W,44,pass,0.0001264239895921651,0.00012610950768057798,3.144819115871169e-07,9.157119507108291e-13,3.3306690738754696e-16,2.220446049250313e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,4.440892098500626e-16,4.996003610813204e-16,6.313344906252873e-16,4.079219866531555e-16,3.115760879394528e-16,0.0,6.992893892674703e-18,True,True
W,45,pass,0.00012697234293310072,0.00012765430273073582,6.819597976351029e-07,7.989164885202626e-13,0.0,5.551115123125783e-17,8.881784197001252e-16,0.0,4.440892098500626e-16,8.881784197001252e-16,8.851374477315529e-16,7.216449660063518e-16,4.652682298944613e-16,9.18093283508395e-17,6.661338147750939e-16,3.469446951953614e-18,True,True
W,46,pass,0.00013922096004092367,0.0001390902483598271,1.3071168109658271e-07,1.6253665080512292e-13,0.0,0.0,0.0,3.3306690738754696e-16,4.440892098500626e-16,0.0,1.1443916996305594e-16,3.3306690738754696e-16,2.3263411494723067e-16,1.5700924586837752e-16,0.0,0.0,True,True
W,47,pass,0.00013958042235250967,0.00013955189923569293,2.8523116816744128e-08,9.974243653232406e-13,0.0,1.1102230246251565e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,0.0,1.5700924586837752e-16,3.3306690738754696e-16,2.3551386880256624e-16,2.498001805406602e-16,4.440892098500626e-16,2.7755575615628914e-17,True,True
W,48,pass,0.00014072005160021723,0.0001401835107579693,5.365408422479227e-07,5.080380560684716e-13,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,2.0770370905276122e-16,2.618455766672135e-16,8.881784197001252e-16,1.3877787807814457e-17,True,True
W,49,pass,0.00014299260667361162,0.0001426882582225954,3.043484510162125e-07,2.4780177909633494e-13,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0,0.0,2.5438405243138006e-16,1.3877787807814457e-16,2.7894008272968645e-16,1.8041124150158794e-16,4.440892098500626e-16,1.3877787807814457e-17,True,True
W,50,pass,0.00014786345149391092,0.00014787994876617742,1.6497272266503696e-08,1.1102230246251565e-13,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,7.850462293418876e-17,0.0,1.6653345369377348e-16,7.850462293418876e-17,4.440892098500626e-16,1.1102230246251565e-16,True,True
W,51,pass,0.00015062325076715879,0.0001507096032930859,8.635252592712264e-08,1.0658141036401503e-13,0.0,0.0,4.440892098500626e-16,2.220446049250313e-16,0.0,0.0,4.710277376051325e-16,2.220446049250313e-16,3.236828524569469e-16,1.0103182026100663e-16,4.440892098500626e-16,3.1031676915590914e-17,True,True
W,52,pass,0.00015186425222817786,0.00015298695422401982,1.1227019958419567e-06,5.428990590417015e-13,1.6653345369377348e-16,1.6653345369377348e-16,4.440892098500626e-16,0.0,0.0,0.0,4.1540741810552243e-16,1.6653345369377348e-16,2.7511642410880956e-16,1.8824747269678055e-16,2.220446049250313e-16,2.8609792490763984e-17,True,True
W,53,pass,0.00015335862684928312,0.0001535047210283452,1.4609417906208616e-07,5.875300246316328e-13,2.220446049250313e-16,1.1102230246251565e-16,4.440892098500626e-16,2.220446049250313e-16,0.0,0.0,4.871083751574258e-16,1.942890293094024e-16,3.3766115072321297e-16,2.194270917860438e-16,4.440892098500626e-16,2.7755575615628914e-17,True,True
W,54,pass,0.00015361803228381538,0.00015436756886460623,7.495365807908428e-07,4.583000645652646e-13,1.1102230246251565e-16,5.551115123125783e-17,0.0,4.440892098500626e-16,8.881784197001252e-16,8.881784197001252e-16,5.933464366067994e-16,9.992007221626409e-16,3.2256528834566253e-16,2.1420849872268348e-16,4.440892098500626e-16,3.469446951953614e-18,True,True
W,55,pass,0.00015384969600879976,0.0001539843560610601,1.3466005226034838e-07,7.30526750203353e-13,2.220446049250313e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,8.881784197001252e-16,0.0,3.477763656540197e-16,2.0014830212433605e-16,4.509747244882934e-16,2.5589376332604516e-16,4.440892098500626e-16,5.551115123125783e-17,True,True
W,56,pass,0.0001565469089056234,0.00015764204878703213,1.0951398814087316e-06,1.4210854715202004e-14,2.220446049250313e-16,1.1102230246251565e-16,0.0,4.440892098500626e-16,0.0,8.881784197001252e-16,0.0,8.1773032027145e-16,2.914335439641036e-16,2.435541875787129e-16,4.440892098500626e-16,0.0,True,True
W,57,pass,0.00015980337061364427,0.0001599848967227824,1.8152610913813798e-07,2.4424906541753444e-14,3.3306690738754696e-16,0.0,0.0,4.440892098500626e-16,1.3322676295501878e-15,4.440892098500626e-16,6.38378239159465e-16,7.130536482749599e-16,5.0725462031969e-16,2.5438405243138006e-16,4.440892098500626e-16,2.7755575615628914e-17,True,True
W,58,pass,0.00016080214585637278,0.00016070833877660212,9.380707977066425e-08,1.6298074001497298e-13,0.0,1.1102230246251565e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,0.0,2.3551386880256624e-16,3.3306690738754696e-16,1.9229626863835638e-16,2.5438405243138006e-16,4.440892098500626e-16,2.7755575615628914e-17,True,True
W,59,pass,0.0001613390688863579,0.00016150128967344697,1.622207870890808e-07,6.055156376305604e-13,2.7755575615628914e-17,7.632783294297951e-17,1.3322676295501878e-15,1.3322676295501878e-15,4.440892098500626e-16,1.7763568394002505e-15,1.355199909595506e-15,2.059905059335007e-15,1.2586013583571652e-16,1.3274885683554194e-16,0.0,3.469446951953614e-18,True,True
W,60,pass,0.0001617505496800128,0.00016198688473103347,2.3633505102067603e-07,9.054978988842777e-13,3.3306690738754696e-16,5.551115123125783e-17,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,4.041272810440265e-16,4.1540741810552243e-16,4.646469054731874e-16,1.6653345369377348e-16,4.440892098500626e-16,0.0,True,True
W,61,pass,0.00016200740450067212,0.0001622259118308003,2.1850733012817453e-07,6.217248937900877e-15,2.220446049250313e-16,0.0,4.440892098500626e-16,0.0,1.3322676295501878e-15,4.440892098500626e-16,1.2486924693357873e-15,1.4946834900704541e-16,4.2480540932182583e-16,1.6653345369377348e-16,4.440892098500626e-16,0.0,True,True
W,62,pass,0.00016671801547253498,0.00016704738384984937,3.29368377314387e-07,2.0872192862952943e-14,0.0,0.0,4.440892098500626e-16,0.0,0.0,8.881784197001252e-16,4.972820174300706e-16,5.978733960281817e-16,3.8283582482295026e-16,1.9229626863835638e-16,4.440892098500626e-16,0.0,True,True
W,63,pass,0.00017104872906202758,0.0001710532356165293,4.506554501722574e-09,4.1167069753100805e-13,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,8.881784197001252e-16,0.0,6.473657049138938e-16,2.498001805406602e-16,5.147892387644517e-16,2.387624894196368e-16,0.0,1.3877787807814457e-17,True,True
W,64,pass,0.00017372534455839476,0.00017372874237950856,3.3978211137991685e-09,6.945555242054979e-13,2.220446049250313e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,0.0,2.3551386880256624e-16,2.498001805406602e-16,3.040470972244059e-16,6.206335383118183e-17,0.0,2.7755575615628914e-17,True,True
W,65,pass,0.00017659777323087553,0.0001766004630552944,2.689824418864069e-09,6.998845947236987e-13,0.0,0.0,0.0,2.220446049250313e-16,4.440892098500626e-16,0.0,2.482534153247273e-16,2.5438405243138006e-16,2.7755575615628914e-16,1.9341972280437705e-16,0.0,3.469446951953614e-17,True,True
W,66,pass,0.0001770908054284747,0.00017748986895227588,3.9906352380117633e-07,9.627854069549358e-13,0.0,1.1102230246251565e-16,4.440892098500626e-16,0.0,8.881784197001252e-16,4.440892098500626e-16,5.23691153334427e-16,2.9893669801409083e-16,3.3422138886441676e-16,2.3714374201337736e-16,4.440892098500626e-16,1.1102230246251565e-16,True,True
W,67,pass,0.00018170315045266944,0.0001825005754300898,7.974249774203601e-07,9.454659277707833e-13,1.1102230246251565e-16,0.0,0.0,0.0,8.881784197001252e-16,0.0,5.551115123125783e-16,0.0,4.996003610813204e-16,1.2412670766236366e-16,0.0,5.551115123125783e-17,True,True
W,68,pass,0.00018530773141552036,0.0001853488564545042,4.1125038983827814e-08,7.789324740770098e-13,1.1102230246251565e-16,5.551115123125783e-17,8.881784197001252e-16,4.440892098500626e-16,1.3322676295501878e-15,4.440892098500626e-16,9.72095837143712e-16,5.900916318210353e-16,7.467042911014119e-16,2.1138016631127878e-16,0.0,2.7755575615628914e-17,True,True
W,69,pass,0.00018863658835228614,0.0001883709802157881,2.6560813649802607e-07,1.709743457922741e-13,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,4.440892098500626e-16,4.440892098500626e-16,5.117875266520903e-16,2.7336071744532853e-16,2.7894008272968645e-16,2.482534153247273e-16,4.440892098500626e-16,1.1102230246251565e-16,True,True
W,70,pass,0.00019102781375934783,0.00019107480694156438,4.6993182216555594e-08,4.89386309254769e-13,2.220446049250313e-16,1.1102230246251565e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,4.4256872386577647e-16,4.344434768182728e-16,3.7238012298709097e-16,2.276126435504334e-16,0.0,6.938893903907228e-17,True,True
W,71,pass,0.0001911133686289127,0.00019150411620555215,3.9074757663944224e-07,7.824851877558103e-13,1.6653345369377348e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,8.881784197001252e-16,8.881784197001252e-16,6.843874359417885e-16,7.301351988545593e-16,3.433175098891678e-16,1.3597399555105182e-16,0.0,6.206335383118183e-17,True,True
W,72,pass,0.0001926790294970836,0.0001928648466221812,1.8581712509757836e-07,7.229772336359019e-13,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,1.942890293094024e-16,2.3714374201337736e-16,1.4946834900704541e-16,4.440892098500626e-16,5.551115123125783e-17,True,True
W,73,pass,0.00019446332621127275,0.00019476216177122116,2.988355599484096e-07,9.103828801926284e-13,3.885780586188048e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,3.0436364816617974e-16,4.0125770192081414e-16,1.3742689153563553e-16,0.0,1.962615573354719e-17,True,True
W,74,pass,0.00019624572811509597,0.00019720857454082145,9.628464257254842e-07,3.7125857943465235e-13,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,3.152427400121712e-16,3.002224531865041e-16,1.7772239894833365e-16,4.440892098500626e-16,9.71445146547012e-17,True,True
W,75,pass,0.00019987940765426085,0.00019988791484912023,8.507194859371306e-09,3.5438318946034997e-13,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.7763568394002505e-15,4.440892098500626e-16,1.2523886564118045e-15,3.5388358909926865e-16,6.77599954797753e-16,2.365592990068275e-16,0.0,5.594315114139762e-17,True,True
W,76,pass,0.0002021721011000995,0.00020260024513990853,4.2814403980901425e-07,4.793943020331426e-13,1.6653345369377348e-16,0.0,4.440892098500626e-16,6.661338147750939e-16,0.0,0.0,4.335559509131367e-16,7.108895957933346e-16,3.2487068343022356e-16,2.2196327486738877e-16,2.220446049250313e-16,2.1942709178604383e-17,True,True
W,77,pass,0.00020434055061429096,0.00020428770973599767,5.284087829329786e-08,5.440092820663267e-14,1.942890293094024e-16,1.6653345369377348e-16,1.4988010832439613e-15,1.5543122344752192e-15,8.171241461241152e-14,0.0,3.629780709972841e-15,1.5740127955196998e-15,5.635138288284374e-16,2.1481347741165463e-16,2.220446049250313e-16,1.3010426069826053e-17,True,True
W,78,pass,0.00020629991848322265,0.0002063791257876865,7.92073044638482e-08,8.055778266680136e-13,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,0.0,0.0,4.1910000110727263e-16,0.0,1.7554167342883506e-16,1.5716250041522723e-16,0.0,2.0816681711721685e-17,True,True
W,79,pass,0.00020907731300300964,0.00020965241983263673,5.751068296270948e-07,1.2079226507921703e-13,2.220446049250313e-16,1.1102230246251565e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,3.925231146709438e-16,4.509747244882934e-16,2.7755575615628914e-16,2.2247786310271853e-16,0.0,2.7755575615628914e-17,True,True
W,80,pass,0.00020954961214837055,0.00020978722118213108,2.376090337605349e-07,1.1723955140041653e-13,3.3306690738754696e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,4.440892098500626e-16,2.7336071744532853e-16,5.087681048627601e-16,3.433175098891678e-16,2.519652258892135e-16,0.0,5.3860300581534765e-17,True,True
