state,local_minimum_id,status,stored_objective,cartesian_objective,objective_abs_difference,sqrt_s_abs_difference,pOut_abs_difference,qOut_abs_difference,theta_p_abs_difference,theta_gamma_abs_difference,phi_p_abs_difference,phi_gamma_abs_difference,proton_direction_distance,photon_direction_distance,proton_vector_roundtrip_distance,photon_vector_roundtrip_distance,energy_residual,momentum_residual,within_objective_tolerance,within_kinematic_tolerance
CEP,18,pass,1.863957113101833e-07,2.0116320487151285e-07,1.4767493561329559e-08,9.14379683081279e-13,0.0,6.938893903907228e-17,8.881784197001252e-16,4.440892098500626e-16,1.3322676295501878e-15,1.6679990721968352e-12,8.88429106074678e-16,6.414515085667223e-16,4.638690796298713e-16,1.017268075348192e-16,0.0,4.164011386144111e-17,True,True
CEP,19,pass,1.9103270532117023e-07,1.9387955385585798e-07,2.8468485346877515e-09,9.408029910673577e-13,1.1102230246251565e-16,9.020562075079397e-17,0.0,1.3322676295501878e-15,nan,9.348077867343818e-12,2.1411614015736022e-16,4.575239115089369e-15,1.2869828619901702e-16,1.5830347505093314e-16,0.0,6.938893903907228e-18,True,True
CEP,20,pass,1.9121624617035593e-07,1.9288171659859188e-07,1.665470428235949e-09,2.7067237340361316e-13,0.0,8.673617379884035e-17,4.440892098500626e-16,4.440892098500626e-16,3.043476581865434e-11,7.59392548843607e-12,1.0542323116799792e-15,3.1554485081006398e-15,5.228561445952642e-16,1.218404156276023e-16,2.220446049250313e-16,2.0816681711723016e-17,True,True
CEP,21,pass,2.1123946236656366e-07,2.1531926197582152e-07,4.0797996092578614e-09,1.7208456881689926e-13,2.220446049250313e-16,1.0061396160665481e-16,8.881784197001252e-16,8.881784197001252e-16,7.105427357601002e-15,3.888889210656998e-12,9.498419523352006e-16,4.156426323987287e-15,5.187816692102613e-16,1.6252580405992084e-16,2.220446049250313e-16,2.0820391714174747e-17,True,True
CEP,22,pass,2.3769463564082827e-07,2.3981763375147125e-07,2.122998110642982e-09,5.804245972740318e-13,2.220446049250313e-16,1.249000902703301e-16,0.0,8.881784197001252e-16,3.552713678800501e-15,2.510880392492254e-12,1.3792406886731223e-16,1.1046258877318406e-15,2.8320665249786035e-16,1.679079629121504e-16,4.440892098500626e-16,1.1102248922856289e-16,True,True
CEP,23,pass,2.413319248883994e-07,2.411270226820861e-07,2.0490220631330658e-10,3.930189507173054e-13,2.220446049250313e-16,1.734723475976807e-17,4.440892098500626e-16,9.325873406851315e-15,1.6706636074559356e-12,0.0,5.873472998022681e-16,9.325873406851315e-15,3.3210023250170756e-16,2.531278245908019e-16,0.0,6.938894731087792e-18,True,True
CEP,24,pass,2.67636662831805e-07,2.705703472383192e-07,2.933684406514203e-09,9.992007221626409e-13,0.0,1.249000902703301e-16,0.0,1.3322676295501878e-15,1.1102230246251565e-14,1.0089706847793423e-12,2.7680154975142204e-16,1.6677251916282867e-15,3.331391796911832e-16,1.61057483052614e-16,0.0,6.940720226214339e-17,True,True
CEP,25,pass,2.778579046847085e-07,2.934909314467049e-07,1.5633026761996405e-08,2.142730437526552e-13,1.1102230246251565e-16,3.8163916471489756e-17,0.0,2.220446049250313e-15,0.0,1.1025846902157355e-11,0.0,9.39056566619796e-15,1.1639718418292267e-16,1.6082580895209816e-16,0.0,2.4345613763869236e-17,True,True
CEP,26,pass,2.87663076248279e-07,2.887076699931157e-07,1.0445937448366749e-09,2.240430063693566e-13,0.0,2.0816681711721685e-17,0.0,0.0,nan,8.339995360984176e-13,2.2170612561906312e-16,1.3139033908117261e-15,7.871829975677526e-17,5.0189427310756675e-17,0.0,4.85722573273506e-17,True,True
CEP,27,pass,2.9248009392190966e-07,2.965427148282629e-07,4.0626209063532315e-09,1.474376176702208e-13,2.220446049250313e-16,2.7755575615628914e-17,0.0,4.884981308350689e-15,1.199040866595169e-14,1.0391687510491465e-11,5.800735732681625e-16,5.299434195025415e-15,5.294931697043707e-16,2.355243230287987e-16,4.440892098500626e-16,4.85740305687426e-17,True,True
CEP,28,pass,3.00126610230933e-07,3.150296759013571e-07,1.4903065670424098e-08,1.8252066524837574e-13,1.1102230246251565e-16,1.0061396160665481e-16,8.881784197001252e-16,5.329070518200751e-15,1.1546319456101628e-14,0.0,1.21588108710562e-15,5.329070518200751e-15,3.9483717819468954e-16,1.4102083874259212e-16,4.440892098500626e-16,2.429558031719722e-17,True,True
CEP,29,pass,3.0672968520661925e-07,3.1368544328724823e-07,6.955758080628982e-09,9.658940314238862e-14,1.1102230246251565e-16,1.3877787807814457e-17,0.0,1.3322676295501878e-15,1.687538997430238e-14,0.0,4.760354315399886e-16,1.3322676295501878e-15,3.339691870582162e-16,4.6393604830082293e-17,0.0,6.963322215327476e-18,True,True
CEP,30,pass,3.4057165554379765e-07,3.4145758232018153e-07,8.85926776383883e-10,9.270362255620057e-13,5.551115123125783e-17,2.42861286636753e-17,0.0,1.3322676295501878e-15,6.550315845288424e-13,3.4647840152501885e-12,7.850814383796083e-16,2.009450994726115e-15,3.6954505427518944e-16,5.378681123237293e-17,0.0,6.938918928008542e-18,True,True
CEP,31,pass,3.6218669341447907e-07,3.6547289505861613e-07,3.2862016441370656e-09,4.3920422854171193e-13,2.220446049250313e-16,1.3877787807814457e-16,4.440892098500626e-16,1.3322676295501878e-15,8.881784197001252e-16,1.8607337892717624e-12,4.4071536720592433e-16,2.607708529045722e-15,2.8762949809361383e-16,1.630769861597224e-16,0.0,5.551643439657832e-17,True,True
CEP,32,pass,4.1814531148709477e-07,4.2703850255954023e-07,8.893191072445461e-09,1.3522516439934407e-13,2.220446049250313e-16,4.163336342344337e-17,4.440892098500626e-16,2.6645352591003757e-15,6.217248937900877e-15,1.1999290450148692e-12,4.885426057405089e-16,5.963840891579051e-15,3.0222049502402157e-16,2.541012138676833e-16,0.0,2.7778619895782465e-17,True,True
CEP,33,pass,4.265750550569436e-07,4.3868672761071537e-07,1.2111672553771768e-08,2.5268676040468563e-13,3.3306690738754696e-16,9.71445146547012e-17,4.440892098500626e-16,3.1086244689504383e-15,2.6645352591003757e-15,6.348699344016495e-12,4.562785341674651e-16,4.4115674949339065e-15,5.11876452592998e-16,1.8826770306482144e-16,0.0,5.552187095730611e-17,True,True
CEP,34,pass,4.277987735168409e-07,4.304987417658168e-07,2.6999682489758925e-09,1.9406698470447736e-13,4.440892098500626e-16,0.0,4.440892098500626e-16,8.881784197001252e-16,8.43769498715119e-15,2.490452288839151e-12,5.72379636148266e-16,1.0304599862634767e-15,6.636910683294235e-16,7.037747455695078e-17,4.440892098500626e-16,1.422057977467635e-17,True,True
CEP,35,pass,4.5472153753500777e-07,4.6663829955662095e-07,1.1916762021613181e-08,4.987121826616203e-13,0.0,4.85722573273506e-17,0.0,2.6645352591003757e-15,6.217248937900877e-15,2.0761170560490427e-12,2.5982905063615114e-16,2.8029398566942537e-15,1.977712956941551e-16,1.1848091193976904e-16,2.220446049250313e-16,4.1674278774325304e-19,True,True
CEP,36,pass,4.823667117959118e-07,4.856355374505128e-07,3.2688256546009598e-09,7.083222897108499e-13,0.0,4.85722573273506e-17,4.440892098500626e-16,1.7763568394002505e-15,0.0,1.1928236176572682e-12,4.440921876902839e-16,1.8811816016547084e-15,3.8453165169646284e-16,8.871027503808442e-17,0.0,3.472295007051342e-17,True,True
CEP,37,pass,4.835512213974269e-07,4.834668948516807e-07,8.432654574619391e-11,8.846257060213247e-13,1.1102230246251565e-16,5.551115123125783e-17,0.0,3.1086244689504383e-15,8.43769498715119e-15,5.964118088286341e-13,3.222790957713162e-16,3.1210318796545466e-15,2.3669011405479454e-16,1.1185700949887488e-16,0.0,2.0822479078265902e-17,True,True
CEP,38,pass,5.334443269333633e-07,5.340348535609607e-07,5.905266275973986e-10,8.686384944667225e-13,2.220446049250313e-16,1.3877787807814457e-17,4.440892098500626e-16,4.440892098500626e-16,2.6645352591003757e-15,1.8811618929248652e-12,4.5896796939753e-16,2.7115605273085353e-15,4.229792142523117e-16,1.9453950415129869e-16,0.0,2.782421508942225e-17,True,True
CEP,39,pass,6.232961469176956e-07,6.233520576381935e-07,5.591072049782042e-11,4.418687638008123e-13,0.0,6.938893903907228e-17,0.0,8.881784197001252e-16,2.6645352591003757e-15,2.490452288839151e-12,1.1755462055174082e-16,1.2858194710507984e-15,1.6473791317544538e-16,9.076510191404383e-17,4.440892098500626e-16,7.638591214763781e-17,True,True
CEP,40,pass,6.279302162681688e-07,6.349797821991743e-07,7.049565931005475e-09,4.516387264175137e-13,2.7755575615628914e-16,7.806255641895632e-18,1.3322676295501878e-15,1.4654943925052066e-14,1.3322676295501878e-14,5.569766869939485e-12,1.858775669613683e-15,1.9778161028915783e-14,3.286849452457656e-16,1.1581369619505702e-16,0.0,3.575403848620915e-18,True,True
CEP,41,pass,6.294810910301152e-07,6.344496844556957e-07,4.968593425580536e-09,4.46753745109163e-13,0.0,8.326672684688674e-17,8.881784197001252e-16,4.440892098500626e-16,2.220446049250313e-14,5.222489107836736e-13,1.205989399286114e-15,7.926955764606058e-16,6.8054354081721e-16,1.9590463456226177e-16,0.0,2.775578774212843e-17,True,True
CEP,42,pass,6.398497101045564e-07,6.401997648675106e-07,3.5005476295424387e-10,1.6830981053317373e-13,1.1102230246251565e-16,1.3183898417423734e-16,0.0,8.881784197001252e-16,1.7763568394002505e-15,4.765077221691172e-13,7.630072788866737e-17,9.198053998710343e-16,1.6248327828402687e-16,1.3253023214057415e-16,4.440892098500626e-16,7.56174162145986e-18,True,True
CEP,43,pass,6.689443022844799e-07,6.733474744446966e-07,4.403172160216684e-09,5.577760475716786e-13,1.942890293094024e-16,1.734723475976807e-17,8.881784197001252e-16,1.9095836023552692e-14,8.881784197001252e-16,9.780176668527929e-12,8.896514590307531e-16,2.474364482553427e-14,2.393666974445699e-16,1.6895753266358285e-16,0.0,8.673679359696122e-18,True,True
CEP,44,pass,6.975490203231516e-07,7.015511138686037e-07,4.002093545452112e-09,4.141131881851834e-13,1.3877787807814457e-16,1.1275702593849246e-16,1.7763568394002505e-15,5.773159728050814e-15,1.2434497875801753e-14,3.496314349149543e-12,2.121561137445733e-15,2.0718545023019052e-14,3.2982820060504676e-16,2.389439947023914e-16,2.220446049250313e-16,6.953187286636316e-18,True,True
CEP,45,pass,7.141065785365441e-07,7.202428070618438e-07,6.136228525299714e-09,3.2240876635114546e-13,2.220446049250313e-16,2.0816681711721685e-17,0.0,8.881784197001252e-16,1.3322676295501878e-15,8.035794252236883e-12,5.788369051651712e-17,4.714016193681538e-15,2.3590987545661645e-16,2.600600378930581e-16,4.440892098500626e-16,6.245417575481065e-17,True,True
CEP,46,pass,7.452237877902945e-07,7.452231070015358e-07,6.80788758700146e-13,8.570921750106208e-14,8.326672684688674e-17,9.020562075079397e-17,4.440892098500626e-16,5.329070518200751e-15,1.9539925233402755e-14,1.1013412404281553e-13,1.7753299386457335e-15,5.343854344504685e-15,3.4627462104019594e-16,2.0101840643008879e-16,2.220446049250313e-16,7.02978193046314e-18,True,True
CEP,47,pass,8.035562090169535e-07,8.162944951095596e-07,1.2738286092606188e-08,1.9606538614880265e-13,2.220446049250313e-16,1.9081958235744878e-17,8.881784197001252e-16,2.2648549702353193e-14,1.4210854715202004e-14,1.929567616798522e-12,1.4614507999968086e-15,2.4666966617242522e-14,3.9662731043242095e-16,2.6606267186543776e-16,0.0,8.702986511155313e-18,True,True
CEP,48,pass,8.238627545731347e-07,8.238345609035136e-07,2.8193669621146e-11,8.881784197001252e-16,2.220446049250313e-16,5.551115123125783e-17,0.0,8.881784197001252e-16,1.5987211554602254e-14,8.504308368628699e-13,4.3670952902695633e-16,1.9101884094093162e-15,5.637184056103667e-16,1.3743690563916305e-16,4.440892098500626e-16,2.778301982746499e-17,True,True
CEP,49,pass,8.564176747771768e-07,8.635728553363364e-07,7.155180559159646e-09,9.594547378810603e-13,4.163336342344337e-17,4.423544863740858e-17,4.440892098500626e-16,1.3322676295501878e-15,1.1546319456101628e-14,1.857447529118872e-11,1.173971564255899e-15,2.7917329497293043e-14,1.4317394473559448e-16,1.7074540296539754e-16,0.0,1.926035958290623e-18,True,True
CEP,50,pass,8.635113177835052e-07,8.634955057651439e-07,1.5812018361316404e-11,1.7008616737257398e-13,9.71445146547012e-17,1.205632815803881e-16,1.7763568394002505e-15,3.375077994860476e-14,4.6629367034256575e-14,8.882672375420952e-12,5.005030442418379e-15,3.9613059962086334e-14,4.533558886336525e-16,2.4511569125745845e-16,0.0,2.6749359482225895e-18,True,True
CEP,51,pass,1.0997832576853384e-06,1.108791975901191e-06,9.008718215852696e-09,7.951417302365371e-13,5.551115123125783e-17,5.551115123125783e-17,4.440892098500626e-16,8.881784197001252e-16,2.708944180085382e-14,1.4554579763625952e-11,9.117610917054142e-16,1.1651985496438743e-14,3.4341233959124765e-16,2.5299530339498185e-16,2.220446049250313e-16,3.964348289888794e-19,True,True
CEP,52,pass,1.1458789294094274e-06,1.150062373111993e-06,4.183443702565626e-09,5.182521078950231e-13,2.220446049250313e-16,3.469446951953614e-17,4.440892098500626e-16,8.881784197001252e-16,4.884981308350689e-15,1.978417429882029e-12,4.623231693061995e-16,4.501134737718915e-15,3.539435915218118e-16,2.5738141758299206e-16,4.440892098500626e-16,6.939113909160013e-18,True,True
CEP,53,pass,1.2773852519076812e-06,1.2796275911108879e-06,2.2423392032067113e-09,2.886579864025407e-15,4.163336342344337e-17,1.2923689896027213e-16,1.3322676295501878e-15,2.353672812205332e-14,5.995204332975845e-14,2.9094060494117002e-11,6.147933803095468e-15,5.4843543827303235e-14,5.485673173444079e-16,2.966820163929389e-16,0.0,1.8199997460975545e-18,True,True
CEP,54,pass,1.5246152872405716e-06,1.527965923675545e-06,3.350636434973353e-09,4.3431924723336124e-13,1.8041124150158794e-16,3.0357660829594124e-17,8.881784197001252e-16,4.440892098500626e-16,3.019806626980426e-14,1.787014980436652e-12,3.17571330018727e-15,3.4984612225231604e-15,3.2517409837920187e-16,3.364329715925865e-17,0.0,4.34405007930848e-18,True,True
CEP,55,pass,1.7284052852284404e-06,1.7379220307311982e-06,9.516745502757828e-09,2.418065747633591e-13,1.3877787807814457e-17,1.1882855810441129e-16,0.0,5.329070518200751e-15,2.6645352591003757e-15,1.3563372647240612e-11,2.536495558929408e-16,2.070812775532968e-14,3.882609574033951e-17,1.7618290623230048e-16,0.0,1.9383072694217966e-18,True,True
CEP,56,pass,1.8116113714716775e-06,1.8272594637380735e-06,1.5648092266395963e-08,1.0880185641326534e-13,2.498001805406602e-16,8.673617379884035e-18,8.881784197001252e-16,1.554312234475219e-14,1.5987211554602254e-14,1.3701928480713832e-11,1.809604068214477e-15,2.3713976026477594e-14,2.918980046139582e-16,1.2012136007108484e-16,0.0,6.082804976321808e-18,True,True
CEP,57,pass,1.832405143731286e-06,1.841386266354661e-06,8.981122623374915e-09,8.335554468885675e-13,4.440892098500626e-16,9.71445146547012e-17,0.0,2.220446049250313e-15,1.3322676295501878e-15,5.3290705182007514e-14,5.068645156369733e-17,2.2210103065058638e-15,3.1131455379623355e-16,1.737330902653885e-16,4.440892098500626e-16,2.779203034049068e-17,True,True
CEP,58,pass,1.8930847870413103e-06,1.8931293429558238e-06,4.455591451346663e-11,7.636113963371827e-13,2.220446049250313e-16,4.683753385137379e-17,8.881784197001252e-16,6.661338147750939e-15,3.552713678800501e-15,4.241051954068098e-12,9.555098781273387e-16,2.3943985445053937e-14,2.6562838167455935e-16,2.0595881221221858e-16,2.220446049250313e-16,6.98051185635313e-18,True,True
CEP,59,pass,1.9127007564456733e-06,1.914310978845535e-06,1.6102223998615273e-09,6.248335182590381e-13,1.1102230246251565e-16,4.163336342344337e-17,0.0,1.021405182655144e-14,nan,7.386091738226241e-12,3.6579731170789286e-18,1.2487692785648614e-14,1.1691183314015042e-16,2.044588500014545e-16,0.0,6.938893903907228e-18,True,True
CEP,60,pass,2.3521424513672784e-06,2.352334161792591e-06,1.91710425312408e-10,5.988542994828094e-13,1.1102230246251565e-16,1.1492543028346347e-16,3.9968028886505635e-15,2.042810365310288e-14,6.306066779870889e-14,2.4771296125436493e-12,7.685842270206559e-15,2.2292280159918058e-14,5.333129101613187e-16,1.4243023544492801e-16,0.0,2.177053263458658e-18,True,True
CEP,61,pass,2.4259545270410854e-06,2.431198661723144e-06,5.244134682058643e-09,1.5942802633617248e-13,3.3306690738754696e-16,8.326672684688674e-17,0.0,1.7763568394002505e-15,nan,2.6645352591003757e-15,2.0529435271564315e-16,2.0800155314459913e-15,3.501370157551835e-16,1.231642082700298e-16,0.0,1.3877787807814457e-17,True,True
CEP,62,pass,2.437341849126362e-06,2.43810443589787e-06,7.625867715077561e-10,4.973799150320701e-13,0.0,9.020562075079397e-17,0.0,1.7763568394002505e-15,3.552713678800501e-15,2.3092638912203256e-14,6.520806856012869e-17,1.7946024054008506e-15,7.304401275299889e-17,1.3481353696182434e-16,0.0,9.020925963977697e-17,True,True
CEP,63,pass,2.4689511548547927e-06,2.468952200684882e-06,1.0458300891968975e-12,8.952838470577262e-13,1.3877787807814457e-17,1.214306433183765e-16,3.1086244689504383e-15,8.881784197001252e-16,4.618527782440651e-14,6.272315999922284e-12,5.524099123111659e-15,6.8959774612013004e-15,4.971489578960709e-16,1.2617760039789188e-16,2.220446049250313e-16,6.208751504167488e-19,True,True
CEP,64,pass,2.5100605097749806e-06,2.5150002204155086e-06,4.9397106405280056e-09,1.5276668818842154e-13,1.1102230246251565e-16,1.3877787807814457e-17,4.440892098500626e-16,1.3322676295501878e-15,9.339196083146817e-12,8.43769498715119e-15,5.696437582635223e-16,3.6084449417547775e-15,3.6310490112656933e-16,1.4639416166768436e-16,8.881784197001252e-16,4.163336342344337e-17,True,True
CEP,65,pass,2.5152511780035525e-06,2.5190529985286148e-06,3.801820525062283e-09,8.095746295566641e-13,2.220446049250313e-16,5.551115123125783e-17,0.0,4.440892098500626e-16,nan,4.440892098500626e-15,2.180159737431182e-16,1.99517744552833e-15,2.3876763297005467e-16,1.0231550460230472e-16,0.0,5.551115123125783e-17,True,True
CEP,66,pass,2.774076739764375e-06,2.773854454019009e-06,2.222857453659799e-10,2.233768725545815e-13,2.220446049250313e-16,1.0408340855860843e-16,8.881784197001252e-16,4.884981308350689e-15,2.7533531010703882e-14,6.0675908741814055e-12,1.214731136558998e-15,7.51050845004571e-15,3.9925766807264506e-16,1.6117053462057604e-16,0.0,6.983465739492169e-18,True,True
CEP,67,pass,2.877424966851727e-06,2.903021397604455e-06,2.5596430752727883e-08,8.046896482483135e-13,1.1102230246251565e-16,5.551115123125783e-17,0.0,4.274358644806853e-15,8.79296635503124e-14,7.105427357601002e-15,2.6844077292336867e-17,5.450836928368238e-15,1.9764743361642261e-16,2.3552853552165416e-16,0.0,3.4694469891767414e-17,True,True
CEP,68,pass,2.9259510638812714e-06,2.9379495869452654e-06,1.1998523063994071e-08,7.909228827429615e-13,2.636779683484747e-16,7.41594285980085e-17,3.1086244689504383e-15,2.531308496145357e-14,5.551115123125783e-14,5.597300400950189e-12,6.584275943835975e-15,2.932704716066235e-14,5.07850154026041e-16,1.2926868321105713e-16,2.220446049250313e-16,8.675999440987445e-19,True,True
CEP,69,pass,3.0212332983170498e-06,3.0426533550453883e-06,2.1420056728338466e-08,9.281464485866309e-14,0.0,1.734723475976807e-16,4.440892098500626e-16,3.9968028886505635e-15,8.79296635503124e-14,4.440892098500626e-16,4.925584882265069e-16,3.990334982082687e-15,2.7898780385581457e-16,2.3104158139762996e-16,0.0,2.775562855513763e-17,True,True
CEP,70,pass,3.10396908176358e-06,3.114064494713631e-06,1.0095412950050786e-08,5.062616992290714e-14,1.1102230246251565e-16,1.1102230246251565e-16,0.0,4.440892098500626e-16,nan,0.0,2.448941990448561e-16,4.440892098500626e-16,1.587369184157726e-16,1.944128986425528e-16,4.440892098500626e-16,0.0,True,True
CEP,71,pass,3.3071502599790747e-06,3.3144050727296204e-06,7.254812750545625e-09,8.979483823168266e-13,2.220446049250313e-16,9.020562075079397e-17,0.0,3.552713678800501e-15,4.884981308350689e-15,2.701394663517931e-12,2.0621525320674294e-16,5.375695112920964e-15,3.5339710763155775e-16,3.457301868180456e-16,0.0,2.094379190751841e-17,True,True
CEP,72,pass,3.406884034329316e-06,3.4126240537890595e-06,5.740019459743451e-09,1.6986412276764895e-13,1.1102230246251565e-16,1.3183898417423734e-16,0.0,3.3306690738754696e-16,nan,7.993605777301127e-15,2.1246455886381644e-17,4.475727600148969e-15,1.4182048560385788e-16,2.1219534538737037e-16,0.0,2.0816681711721685e-17,True,True
CEP,73,pass,3.4790033465181835e-06,3.4789468811302626e-06,5.646538792092315e-11,4.578559753554146e-13,1.1102230246251565e-16,4.85722573273506e-17,0.0,8.881784197001252e-16,nan,1.3322676295501878e-15,2.4492903775125944e-16,1.1144751769846261e-15,1.5325022282193447e-16,6.444399950874629e-17,0.0,5.551115123125783e-17,True,True
